,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Total Gross,Actorinfluenceaverage,Actorinfluencemax,googletrends,Average Gross for each movie
1998,Theeb,2014,27,United Arab Emirates,Adventure,Unrated,100,2015-11-06,Arabic,7.2,283024.0,0.0,0.0,518.0,
1999,Their Finest,2016,330,UK,Comedy,Rated,117,2017-04-07,English,6.8,3603484.0,39800.0,39800.0,1208.0,6100.0
2000,Thelma,2017,1,Norway,Drama,Rated,116,2017-11-10,Norwegian,7.5,0.0,0.0,0.0,1265.0,
2001,Then She Found Me,2007,153,USA,Comedy,Rated,100,2008-04-25,English,6.0,3735717.0,41200.0,49800.0,1177.0,3700.0
2002,Theo Who Lived,2016,2,USA,Documentary,Rated,86,2016-10-07,English,6.9,11271.0,0.0,0.0,100.0,
2003,The Theory of Everything,2014,1220,UK,Biography,Rated,123,2014-11-07,English,7.7,35893537.0,51100.0,57700.0,933.0,
2004,Therapy for a Vampire,2014,9,Austria,Comedy,Unrated,87,2016-06-10,German,6.4,30115.0,0.0,0.0,580.0,
2005,There Be Dragons,2011,259,Spain,Biography,Rated,122,2011-05-06,English,5.8,1069334.0,0.0,0.0,401.0,
2006,There Will Be Blood,2007,1620,USA,Drama,Rated,158,2007-12-26,English,8.1,40222514.0,34900.0,34900.0,1163.0,16600.0
2007,There's No Place Like Utopia,2014,5,USA,Documentary,Rated,110,2014-07-18,English,5.4,45254.0,0.0,0.0,0.0,
2008,These Birds Walk,2013,2,Pakistan,Documentary,Rated,71,2013-11-01,Urdu,6.9,30408.0,0.0,0.0,193.0,
2009,These Final Hours,2013,0,Australia,Drama,Rated,87,2015-03-06,English,6.7,0.0,0.0,0.0,1087.0,
2010,They Are We,2014,1,Sierra Leone,Documentary,Rated,77,2015-06-26,English,8.6,900.0,0.0,0.0,0.0,
2011,They Call Us Monsters,2016,8,USA,Documentary,Rated,82,2017-01-09,English,7.2,26080.0,0.0,0.0,921.0,
2012,They Come to America,2012,1,USA,Documentary,Unrated,99,2012-03-31,English,6.0,3775.0,0.0,0.0,0.0,
2013,They Will Have to Kill Us First,2015,2,UK,Documentary,Rated,105,2016-03-04,French,7.7,7516.0,0.0,0.0,197.0,
2014,They're Watching,2016,0,USA,Comedy,Unrated,95,2016-03-25,English,5.7,0.0,0.0,0.0,155.0,
2015,The Thieves,2012,22,South Korea,Action,Unrated,135,2012-10-12,Korean,6.8,685839.0,0.0,0.0,1055.0,
2016,Thin Ice,2011,53,USA,Comedy,Rated,93,2012-02-17,English,6.2,790421.0,32000.0,32000.0,604.0,
2017,Things to Come,2016,22,France,Drama,Rated,102,2016-12-02,French,7.0,388140.0,0.0,0.0,905.0,
2018,Things We Lost in the Fire,2007,1142,USA,Drama,Rated,118,2007-10-19,English,7.2,3287315.0,36533.333333333336,64000.0,1129.0,
2019,Think Like a Man,2012,2052,USA,Comedy,Rated,122,2012-04-20,English,6.6,91547205.0,49700.0,49700.0,623.0,97700.0
2020,Think Like a Man Too,2014,2225,USA,Comedy,Rated,106,2014-06-20,English,5.8,65182182.0,35450.0,49700.0,501.0,97700.0
2021,Third Person,2013,227,Belgium,Drama,Rated,137,2014-06-20,English,6.4,1021398.0,46433.33333333334,61600.0,902.0,20900.0
2022,Thirst,2009,17,South Korea,Drama,Rated,133,2009-07-31,Korean,7.2,318574.0,1800.0,1800.0,1079.0,
2023,This Ain't No Mouse Music,2013,6,USA,Documentary,Unrated,92,2014-09-19,English,7.3,34754.0,0.0,0.0,0.0,
2024,This Binary Universe,2012,2,USA,Documentary,Unrated,107,2012-05-04,English,8.6,15875.0,0.0,0.0,0.0,
2025,This Changes Everything,2015,1,Canada,Documentary,Unrated,89,2015-10-03,English,6.5,16692.0,0.0,0.0,953.0,
2026,This Christmas,2007,1921,USA,Comedy,Rated,117,2007-11-21,English,6.2,49121934.0,90400.0,90400.0,1376.0,
2027,This Giant Papier-Mâché Boulder Is Actually Really Heavy,2016,0,New Zealand,Action,Rated,116,2018-01-19,English,,0.0,0.0,0.0,0.0,
2028,This Is 40,2012,2931,USA,Comedy,Rated,134,2012-12-21,English,6.2,67544505.0,57200.0,59000.0,884.0,81400.0
2029,This Is Martin Bonner,2013,0,USA,Drama,Rated,83,2013-06-21,English,6.6,13888.0,0.0,0.0,193.0,
2030,This Is Not a Film,2011,5,Iran,Documentary,Unrated,75,2012-02-29,Persian,7.5,77016.0,0.0,0.0,625.0,
2031,This Is Not What I Expected,2017,36,China,Comedy,Rated,106,2017-05-05,,6.5,337670.0,0.0,0.0,416.0,
2032,This Is the End,2013,3055,USA,Comedy,Rated,107,2013-06-12,English,6.6,101470202.0,77933.33333333331,90300.0,919.0,53800.0
2033,This Is Where I Leave You,2014,2868,USA,Comedy,Rated,103,2014-09-19,English,6.6,34296320.0,59650.0,61000.0,584.0,102800.0
2034,This Isn't Funny,2015,1,USA,Comedy,Rated,86,2015-11-06,English,6.5,5654.0,0.0,0.0,0.0,
2035,This Last Lonely Place,2014,4,USA,Crime,Rated,85,2016-08-12,English,8.1,20507.0,0.0,0.0,0.0,
2036,This Means War,2012,3189,USA,Action,Rated,103,2012-02-17,English,6.3,54760791.0,71000.0,87500.0,940.0,80100.0
2037,This Must Be the Place,2011,15,Italy,Comedy,Rated,118,2012-11-02,English,6.7,143979.0,22200.0,22200.0,1140.0,
2038,Thoda Pyaar Thoda Magic,2008,68,India,Comedy,Rated,145,2008-06-27,Hindi,4.9,365401.0,0.0,0.0,398.0,
2039,Thor,2011,3963,USA,Action,Rated,115,2011-05-06,English,7.0,181030624.0,99533.33333333331,129400.0,1290.0,49000.0
2040,Thor: Ragnarok,2017,4080,USA,Action,Rated,130,2017-11-03,English,8.2,173273707.0,99066.66666666669,129400.0,887.0,80300.0
2041,Thor: The Dark World,2013,3841,USA,Action,Rated,112,2013-11-08,English,7.0,206362140.0,99533.33333333331,129400.0,1216.0,148100.0
2042,The Thorn in the Heart,2009,1,France,Documentary,Rated,86,2010-04-02,French,6.3,7376.0,0.0,0.0,288.0,13500.0
2043,Thoroughbreds,2017,0,USA,Drama,Rated,90,2018-03-09,English,7.4,0.0,54400.0,54400.0,,
2044,A Thousand Words,2012,1895,USA,Comedy,Rated,91,2012-03-09,English,5.9,18450127.0,97700.0,97700.0,483.0,32900.0
2045,A Thousand Years of Good Prayers,2007,7,USA,Drama,Unrated,83,2008-09-19,English,6.7,76806.0,0.0,0.0,198.0,
2046,The Next Three Days,2010,23,USA,Crime,Rated,133,2016-06-24,English,7.4,119550.0,66300.0,78100.0,1125.0,20900.0
2047,"Three Billboards Outside Ebbing, Missouri",2017,4,UK,Comedy,Rated,115,2017-11-10,English,8.2,102828.0,23700.0,23700.0,1087.0,
2048,Three Monkeys,2008,3,Turkey,Drama,Unrated,109,2009-03-27,Turkish,7.4,41343.0,0.0,0.0,866.0,
2049,Three Night Stand,2013,10,Canada,Comedy,Unrated,86,2015-01-16,English,4.7,4076.0,0.0,0.0,419.0,
2050,Three Seconds,2017,0,Poland,Action,Rated,0,2018-08-17,,,0.0,0.0,0.0,,
2051,Three Stars,2010,1,Germany,Documentary,Unrated,90,2012-09-21,German,6.3,8942.0,0.0,0.0,0.0,
2052,The Three Stooges,2012,3482,USA,Comedy,Rated,92,2012-04-13,English,5.1,44338224.0,0.0,0.0,752.0,
2053,Three Worlds,2012,1,France,Drama,Rated,101,2013-06-21,French,6.5,3952.0,0.0,0.0,0.0,
2054,Through a Lens Darkly: Black Photographers and the Emergence of a People,2014,3,USA,Documentary,Rated,90,2014-08-27,English,6.6,65169.0,0.0,0.0,0.0,
2055,Throw Down Your Heart,2008,4,USA,Documentary,Rated,97,2009-03-13,English,7.7,89521.0,0.0,0.0,100.0,
2056,Thunder and the House of Magic,2013,10,Belgium,Animation,Unrated,85,2014-09-05,English,6.3,4091.0,0.0,0.0,354.0,
2057,Thunder Soul,2010,37,USA,Documentary,Rated,83,2011-09-23,English,7.5,143986.0,0.0,0.0,376.0,
2058,Thunderstruck,2012,250,USA,Comedy,Rated,94,2012-08-24,English,5.2,587211.0,0.0,0.0,647.0,35600.0
2059,No Country for Old Men,2007,2037,USA,Crime,Rated,122,2007-11-09,English,8.1,74283625.0,48566.66666666666,58500.0,815.0,50300.0
2060,No End in Sight,2007,117,USA,Documentary,Unrated,102,2007-07-27,English,8.3,1433319.0,0.0,0.0,245.0,1900.0
2061,"No eres tú, soy yo",2010,226,Mexico,Comedy,Rated,101,2011-04-08,Spanish,5.8,1339911.0,37400.0,37400.0,0.0,
2062,No Escape,2015,3415,USA,Action,Rated,103,2015-08-26,English,6.8,27288872.0,52050.0,67600.0,767.0,28500.0
2063,"No God, No Master",2013,5,USA,Crime,Rated,94,2014-03-28,English,5.9,6796.0,0.0,0.0,0.0,
2064,No Greater Love,2009,22,USA,Drama,Rated,109,2017-11-10,English,6.1,9240.0,0.0,0.0,302.0,
2065,No Home Movie,2015,5,Belgium,Documentary,Unrated,115,2016-02-18,French,6.7,32757.0,0.0,0.0,590.0,
2066,No Impact Man: The Documentary,2009,8,USA,Documentary,Unrated,93,2009-09-11,English,6.7,100028.0,0.0,0.0,0.0,
2067,No Manches Frida,2016,465,USA,Comedy,Rated,100,2016-09-02,Spanish,5.7,11528613.0,0.0,0.0,701.0,
2068,No No: A Dockumentary,2014,0,USA,Documentary,Unrated,100,2014-09-05,English,7.2,0.0,34800.0,34800.0,420.0,
2069,No One Killed Jessica,2011,48,India,Biography,Rated,136,2011-01-07,Hindi,7.2,440525.0,0.0,0.0,650.0,
2070,No One Knows About Persian Cats,2009,12,Iran,Drama,Rated,106,2010-04-16,Persian,7.2,81768.0,0.0,0.0,334.0,
2071,No One Lives,2012,53,USA,Horror,Rated,86,2013-05-10,English,6.0,74918.0,125800.0,125800.0,1430.0,
2072,"No Pay, Nudity",2016,8,USA,Comedy,Rated,92,2016-11-11,English,6.1,20017.0,0.0,0.0,0.0,
2073,No Place on Earth,2012,27,UK,Documentary,Rated,83,2013-04-05,English,7.0,200238.0,0.0,0.0,579.0,
2074,No Problem,2010,84,India,Action,Rated,139,2010-12-10,Hindi,4.1,285468.0,0.0,0.0,763.0,
2075,No Reservations,2007,2425,USA,Comedy,Rated,104,2007-07-27,English,6.3,43107979.0,51066.66666666666,55200.0,1000.0,25600.0
2076,No Strings Attached,2011,3050,USA,Comedy,Rated,108,2011-01-21,English,6.2,70662220.0,52366.66666666666,69300.0,870.0,73300.0
2077,No Tears for the Dead,2014,13,South Korea,Action,Unrated,116,2014-06-13,Korean,6.8,63063.0,0.0,0.0,325.0,
2078,Noah,2014,3571,USA,Action,Rated,138,2014-03-28,English,5.8,101200044.0,41500.0,54500.0,675.0,38500.0
2079,Noah's Arc: Jumping the Broom,2008,9,USA,Drama,Rated,101,2008-10-24,English,6.3,532878.0,0.0,0.0,0.0,
2080,Nobel Son,2007,893,USA,Comedy,Rated,110,2008-12-05,English,6.4,540382.0,66100.0,66100.0,449.0,
2081,Noble,2014,175,UK,Biography,Rated,100,2015-05-08,English,6.8,347321.0,0.0,0.0,1241.0,
2082,Nobody Else But You,2011,4,France,Comedy,Unrated,102,2012-05-11,French,6.7,43040.0,0.0,0.0,563.0,
2083,Nobody Walks,2012,7,USA,Drama,Rated,83,2012-10-19,English,5.4,25342.0,18866.666666666668,23100.0,1057.0,
2084,Nocturama,2016,4,France,Drama,Rated,130,2017-08-11,French,6.6,26291.0,0.0,0.0,219.0,
2085,Nocturnal Animals,2016,1262,USA,Crime,Rated,116,2016-11-18,English,7.5,10663357.0,55250.0,75900.0,1161.0,9900.0
2086,Noelle,2016,203,UK,Drama,Rated,0,2007-12-07,English,,257868.0,0.0,0.0,419.0,
2087,Noise,2007,2,USA,Comedy,Rated,92,2008-05-09,English,6.2,16513.0,40800.0,53600.0,1178.0,
2088,Noma My Perfect Storm,2015,5,UK,Documentary,Rated,100,2015-12-18,English,6.1,21130.0,0.0,0.0,416.0,
2089,Non-Stop,2014,3183,UK,Action,Rated,106,2014-02-28,English,7.0,92168600.0,40300.0,44800.0,637.0,44500.0
2090,Norbit,2007,3145,USA,Comedy,Rated,102,2007-02-09,English,4.0,95673607.0,68500.0,97700.0,982.0,32900.0
2091,Norm of the North,2016,2411,USA,Animation,Rated,90,2016-01-15,English,3.6,17062499.0,52700.0,52700.0,399.0,
2092,Norman Lear: Just Another Version of You,2016,6,USA,Documentary,Unrated,91,2016-07-08,English,7.2,70950.0,0.0,0.0,0.0,
2093,"Norte, the End of History",2013,2,Philippines,Crime,Rated,250,2014-06-20,Filipino,7.5,10457.0,0.0,0.0,0.0,
2094,North Face,2008,36,Germany,Adventure,Unrated,126,2010-01-29,German,7.4,711421.0,0.0,0.0,968.0,
2095,North Sea Texas,2011,3,Belgium,Drama,Unrated,94,2012-11-02,Dutch,7.2,28307.0,0.0,0.0,634.0,
2096,Northern Limit Line,2015,13,South Korea,Drama,Unrated,130,2015-07-17,Korean,6.6,337907.0,0.0,0.0,249.0,
2097,Northern Soul,2014,10,UK,Drama,Rated,102,2015-10-02,English,6.4,8886.0,71100.0,71100.0,1146.0,
2098,Norwegian Wood,2010,3,Japan,Drama,Unrated,133,2012-01-06,Japanese,6.4,13000.0,0.0,0.0,987.0,
2099,Nostalghia,2014,1,France,Short,Rated,18,2013-05-31,French,,18846.0,0.0,0.0,171.0,
2100,Nostalgia for the Light,2010,6,Chile,Documentary,Unrated,90,2011-01-13,Spanish,7.6,163488.0,0.0,0.0,100.0,
2101,Not Cool,2014,1,USA,Comedy,Unrated,93,2014-09-19,English,5.0,36026.0,0.0,0.0,883.0,
2102,Not Easily Broken,2009,725,USA,Drama,Rated,99,2009-01-09,English,6.1,10572742.0,48950.0,54700.0,627.0,17800.0
2103,Not Fade Away,2012,565,USA,Drama,Rated,112,2012-12-21,English,6.0,610792.0,0.0,0.0,877.0,611.0
2104,Not Forgotten,2009,4,USA,Thriller,Rated,96,2009-05-15,English,4.9,53744.0,0.0,0.0,427.0,
2105,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,6,Australia,Documentary,Rated,103,2009-07-31,English,7.7,21152.0,0.0,0.0,0.0,
2106,Not Today,2013,41,USA,Drama,Rated,118,2013-04-12,English,5.6,318121.0,0.0,0.0,761.0,
2107,Nothing Bad Can Happen,2013,8,Germany,Crime,Rated,110,2014-06-27,German,7.0,4870.0,0.0,0.0,510.0,
2108,Nothing Left to Fear,2013,5,USA,Horror,Rated,100,2013-10-04,English,4.4,7886.0,0.0,0.0,738.0,
2109,Nothing Like the Holidays,2008,1671,USA,Comedy,Rated,98,2008-12-12,English,6.1,7503736.0,28600.0,28600.0,624.0,
2110,November Criminals,2017,0,USA,Crime,Rated,0,2017-12-08,English,,0.0,88000.0,88000.0,972.0,3300.0
2111,The November Man,2014,2776,USA,Action,Rated,108,2014-08-27,English,6.3,25018119.0,34966.666666666664,38100.0,525.0,30200.0
2112,Novitiate,2017,29,USA,Drama,Rated,123,2017-10-27,English,6.1,110846.0,26300.0,26300.0,805.0,
2113,Now & Later,2009,1,USA,Drama,Rated,99,2011-02-18,English,5.2,1808.0,0.0,0.0,0.0,
2114,Now You See Me,2013,3082,USA,Crime,Rated,115,2013-05-31,English,7.3,117723989.0,51933.33333333334,56000.0,623.0,81700.0
2115,Now You See Me 2,2016,3232,France,Action,Rated,129,2016-06-10,English,6.5,65075540.0,51933.33333333334,56000.0,627.0,
2116,"Now, Forager",2012,4,USA,Drama,Unrated,93,2012-10-03,English,6.4,11146.0,0.0,0.0,0.0,
2117,NOW: In the Wings on a World Stage,2014,3,USA,Documentary,Unrated,97,2014-05-02,English,7.2,49591.0,39200.0,39200.0,0.0,
2118,Nowhere Boy,2009,215,UK,Biography,Rated,98,2010-10-08,English,7.2,1457248.0,0.0,0.0,640.0,83800.0
2119,Nowitzki: The Perfect Shot,2014,4,Germany,Documentary,Unrated,105,2015-07-10,German,7.6,41340.0,0.0,0.0,350.0,
2120,Embrace of the Serpent,2015,93,Colombia,Adventure,Unrated,125,2016-02-17,Spanish,7.9,1329249.0,0.0,0.0,1092.0,
2121,Emma Smith: My Story,2008,42,USA,Biography,Rated,98,2008-04-11,English,6.7,881787.0,0.0,0.0,0.0,
2122,The Emoji Movie,2017,4075,USA,Animation,Rated,86,2017-07-28,English,2.5,85926568.0,68900.0,68900.0,592.0,
2123,Emperor,2012,311,Japan,Drama,Rated,105,2013-03-08,English,6.5,3346265.0,58500.0,58500.0,810.0,
2124,Empire of Lust,2015,1,South Korea,Action,Rated,113,2015-03-06,Korean,5.9,10654.0,0.0,0.0,258.0,
2125,Empire of Silver,2009,17,China,Biography,Rated,113,2011-06-02,Mandarin,6.1,0.0,0.0,0.0,559.0,
2126,The Empty Hours,2013,3,Spain,Drama,Unrated,101,2014-07-11,Spanish,6.4,8244.0,0.0,0.0,149.0,
2127,Emptying the Skies,2013,2,USA,Documentary,Rated,78,2015-04-22,English,7.5,11811.0,0.0,0.0,523.0,
2128,Enchanted,2007,3730,USA,Animation,Rated,107,2007-11-21,English,7.1,127807262.0,66800.0,75900.0,752.0,
2129,Encounters at the End of the World,2007,39,USA,Documentary,Rated,99,2008-06-11,English,7.8,944933.0,20100.0,20100.0,423.0,1800.0
2130,The End of Love,2012,3,USA,Drama,Unrated,89,2013-03-01,English,6.0,9342.0,40000.0,40000.0,891.0,
2131,The End of Poverty?,2008,5,USA,Documentary,Rated,106,2009-11-13,English,7.4,57805.0,0.0,0.0,0.0,
2132,The End of the Tour,2015,355,USA,Biography,Rated,106,2015-07-31,English,7.3,3002884.0,62000.0,62000.0,0.0,6200.0
2133,The End of Time,2012,1,Switzerland,Documentary,Rated,109,2013-11-29,English,5.9,4375.0,0.0,0.0,1042.0,
2134,End of Watch,2012,2780,USA,Action,Rated,109,2012-09-21,English,7.7,41003371.0,34600.0,34600.0,532.0,82000.0
2135,Ender's Game,2013,3407,USA,Action,Rated,114,2013-11-01,English,6.7,61737191.0,79000.0,118000.0,681.0,
2136,Endgame,2011,14,Canada,Crime,Rated,60,2009-11-06,English,7.7,9645.0,0.0,0.0,852.0,
2137,Endless Poetry,2016,18,Chile,Biography,Unrated,128,2017-07-14,Spanish,7.7,153440.0,0.0,0.0,690.0,
2138,Enemies of the People,2009,6,UK,Documentary,Unrated,93,2010-07-30,English,7.9,73171.0,0.0,0.0,0.0,
2139,Enemy,2013,120,Canada,Mystery,Rated,91,2014-03-14,English,6.9,1008726.0,34600.0,34600.0,1628.0,43400.0
2140,The English Teacher,2013,7,USA,Comedy,Rated,93,2013-05-17,English,5.8,104810.0,33900.0,35800.0,0.0,
2141,English Vinglish,2012,88,India,Comedy,Unrated,134,2012-10-05,Hindi,7.9,1862086.0,0.0,0.0,610.0,
2142,Enlighten Up!,2008,12,USA,Documentary,Unrated,82,2008-09-12,English,6.4,246649.0,0.0,0.0,0.0,
2143,Enough Said,2013,835,USA,Comedy,Rated,93,2013-09-18,English,7.1,17550872.0,0.0,0.0,658.0,8100.0
2144,Enter the Dangerous Mind,2013,0,USA,Thriller,Rated,88,2015-02-06,English,5.1,0.0,21200.0,21200.0,327.0,
2145,Enter the Void,2009,13,France,Drama,Unrated,161,2010-09-24,English,7.3,336467.0,0.0,0.0,1180.0,
2146,Entertainment,2014,9,India,Action,Unrated,140,2015-11-13,Hindi,4.8,55506.0,0.0,0.0,1222.0,
2147,SBK The-Movie,2014,6,USA,Comedy,Rated,84,2015-04-03,English,7.6,4950.0,0.0,0.0,0.0,
2148,Scales: Mermaids Are Real,2017,0,USA,Fantasy,Rated,92,2017-07-21,English,5.1,0.0,0.0,0.0,814.0,
2149,Scary Movie 5,2013,3402,USA,Comedy,Rated,86,2013-04-12,English,3.5,32015787.0,0.0,0.0,804.0,46300.0
2150,Scatter My Ashes at Bergdorf's,2013,38,USA,Documentary,Rated,93,2013-05-03,English,6.2,518342.0,15900.0,15900.0,0.0,
2151,Scenic Route,2013,0,USA,Drama,Rated,82,2013-08-23,English,6.5,3434.0,76900.0,104700.0,1181.0,
2152,Love School Life,2015,13,Bahrain,Action,Rated,0,2017-09-08,Hindi,7.3,37381.0,0.0,0.0,0.0,
2153,Score: A Film Music Documentary,2016,8,USA,Documentary,Rated,93,2017-06-16,English,6.8,97891.0,0.0,0.0,0.0,
2154,Scott Pilgrim vs. the World,2010,2820,USA,Action,Rated,112,2010-08-13,English,7.5,31524275.0,50900.0,50900.0,900.0,40500.0
2155,Scouts Guide to the Zombie Apocalypse,2015,1509,USA,Action,Rated,93,2015-10-30,English,6.3,3703046.0,24400.0,24400.0,757.0,
2156,Scream 4,2011,3314,USA,Horror,Rated,111,2011-04-15,English,6.2,38180928.0,0.0,0.0,827.0,36200.0
2157,A Screaming Man,2010,1,France,Drama,Unrated,92,2011-04-13,French,6.8,9862.0,0.0,0.0,100.0,
2158,Ex Machina,2014,2004,UK,Drama,Rated,108,2015-04-10,English,7.7,25442958.0,79200.0,79200.0,869.0,25400.0
2159,Examined Life,2008,6,Canada,Documentary,Rated,87,2009-02-25,English,7.1,120712.0,0.0,0.0,198.0,
2160,The Exception,2016,48,UK,Drama,Rated,107,2017-06-02,English,6.8,708973.0,89400.0,89400.0,632.0,
2161,Excuse Me for Living,2012,0,USA,Comedy,Unrated,106,2012-10-12,English,4.7,0.0,0.0,0.0,0.0,
2162,Exhibition,2013,1,UK,Drama,Unrated,104,2014-06-20,English,5.4,14344.0,99900.0,99900.0,0.0,
2163,Exit Through the Gift Shop,2010,46,UK,Documentary,Rated,87,2010-04-16,English,8.0,3291250.0,0.0,0.0,1172.0,
2164,Exodus: Gods and Kings,2014,3503,UK,Action,Rated,150,2014-12-12,English,6.0,65014513.0,59900.0,59900.0,1016.0,69000.0
2165,The Expedition to the End of the World,2013,4,Denmark,Documentary,Unrated,90,2014-08-20,English,7.0,39115.0,0.0,0.0,0.0,
2166,Rakuen Tsuiho: Expelled from Paradise,2014,13,Japan,Animation,Rated,104,2014-12-13,Japanese,6.9,34510.0,0.0,0.0,0.0,
2167,Expelled: No Intelligence Allowed,2008,1052,USA,Documentary,Rated,90,2008-04-18,English,3.7,7720487.0,0.0,0.0,302.0,
2168,The Expendables,2010,3398,USA,Action,Rated,103,2010-08-13,English,6.5,103068524.0,50333.33333333334,58100.0,1146.0,78300.0
2169,The Expendables 2,2012,3355,USA,Action,Rated,103,2012-08-17,English,6.6,85028192.0,50333.33333333334,58100.0,980.0,71000.0
2170,The Expendables 3,2014,3221,USA,Action,Rated,126,2014-08-15,English,6.1,39322544.0,74433.33333333331,118000.0,1454.0,38300.0
2171,Experimenter,2015,30,USA,Biography,Rated,98,2015-10-16,English,6.6,155575.0,0.0,0.0,304.0,
2172,Expired,2007,3,USA,Comedy,Rated,107,2008-06-20,English,6.1,29796.0,0.0,0.0,438.0,
2173,The Exploding Girl,2009,3,USA,Drama,Unrated,79,2010-03-12,English,6.3,25572.0,15000.0,15000.0,676.0,
2174,Exporting Raymond,2010,13,USA,Documentary,Rated,86,2011-04-29,Russian,6.9,87727.0,0.0,0.0,577.0,
2175,The Express,2008,2810,USA,Biography,Rated,130,2008-10-10,English,7.3,9793406.0,31300.0,31300.0,1129.0,
2176,Extinction,2015,0,Spain,Drama,Rated,112,2018-01-26,English,5.8,0.0,0.0,0.0,394.0,
2177,The Extra Man,2010,33,France,Comedy,Rated,108,2010-07-30,English,5.9,453377.0,23100.0,23100.0,536.0,
2178,Extract,2009,1614,USA,Comedy,Rated,92,2009-09-04,English,6.2,10823158.0,64333.33333333334,70400.0,452.0,21300.0
2179,Extraction,2012,13,USA,Drama,Rated,85,2015-12-18,English,6.6,16775.0,0.0,0.0,394.0,
2180,Extraordinary Measures,2010,2549,USA,Drama,Rated,106,2010-01-22,English,6.5,12068313.0,78050.0,118000.0,975.0,30900.0
2181,Extraordinary Mission,2017,20,China,Action,Rated,117,2017-04-07,Mandarin,6.3,54174.0,0.0,0.0,285.0,
2182,Extraordinary Ordinary People,2017,1,USA,Documentary,Rated,84,2017-09-15,English,,880.0,0.0,0.0,0.0,
2183,Extraordinary Tales,2013,0,Luxembourg,Animation,Unrated,73,2015-10-23,English,6.4,0.0,208300.0,208300.0,1152.0,
2184,Extreme Movie,2008,3,USA,Comedy,Rated,86,2008-12-05,English,3.7,0.0,0.0,0.0,1013.0,
2185,Extremely Loud & Incredibly Close,2011,2630,USA,Adventure,Rated,129,2011-12-25,English,6.9,31847881.0,66133.33333333331,96200.0,791.0,25900.0
2186,August,2008,1,USA,Drama,Rated,88,2008-07-11,English,5.4,12636.0,48533.33333333334,86800.0,1174.0,
2187,August Evening,2007,4,USA,Drama,Rated,128,2008-09-05,Spanish,7.0,74759.0,0.0,0.0,0.0,
2188,August Rush,2007,2310,USA,Drama,Rated,114,2007-11-21,English,7.5,31664162.0,32400.0,45000.0,923.0,
2189,August: Osage County,2013,2411,USA,Drama,Rated,121,2013-12-27,English,7.2,37738810.0,50300.0,64700.0,1214.0,18600.0
2190,Augustine,2012,10,France,Drama,Unrated,102,2013-05-17,French,6.0,107352.0,0.0,0.0,1173.0,
2191,Aurangzeb,2013,62,India,Action,Unrated,137,2013-05-17,Hindi,6.6,0.0,0.0,0.0,400.0,
2192,Aurora,2010,1,Romania,Drama,Rated,181,2011-06-29,Romanian,6.7,5677.0,0.0,0.0,727.0,
2193,Austenland,2013,274,UK,Comedy,Rated,97,2013-08-16,English,6.3,2159041.0,0.0,0.0,1106.0,
2194,Australia,2008,2721,UK,Adventure,Rated,165,2008-11-26,English,6.6,49554002.0,0.0,0.0,1266.0,62000.0
2195,Author: The JT LeRoy Story,2016,27,USA,Documentary,Rated,110,2016-09-09,English,7.2,85999.0,0.0,0.0,0.0,
2196,Auto Shop of Horrors,2016,1,USA,Comedy,Rated,0,2016-09-23,English,,4300.0,0.0,0.0,0.0,
2197,The Autobiography of Nicolae Ceausescu,2010,3,Romania,Documentary,Rated,180,2011-09-09,Romanian,7.8,34023.0,0.0,0.0,0.0,
2198,The Automatic Hate,2015,3,USA,Comedy,Unrated,97,2016-03-11,English,6.3,4603.0,0.0,0.0,200.0,
2199,The Autopsy of Jane Doe,2016,0,UK,Horror,Rated,86,2016-12-21,English,6.8,0.0,39500.0,39500.0,795.0,
2200,Autumn Lights,2016,0,USA,Drama,Unrated,98,2016-10-21,English,7.8,0.0,0.0,0.0,100.0,
2201,Avatar,2009,3461,UK,Action,Rated,162,2009-12-18,English,7.8,7497661390.0,77166.66666666669,94300.0,850.0,219600.0
2202,Avengers: Age of Ultron,2015,4276,USA,Action,Rated,141,2015-05-01,English,7.4,459005868.0,92700.0,129400.0,1228.0,278100.0
2203,Awake,2007,2023,USA,Crime,Rated,84,2007-11-30,English,6.5,14377198.0,55866.66666666666,86800.0,911.0,
2204,Awake: The Life of Yogananda,2014,21,USA,Documentary,Rated,87,2014-10-10,English,7.3,1539680.0,0.0,0.0,193.0,
2205,Away We Go,2009,506,USA,Comedy,Rated,98,2009-06-05,English,7.1,9451946.0,23100.0,23100.0,823.0,119100.0
2206,De Dana Dan,2009,69,India,Comedy,Rated,162,2009-11-27,Hindi,5.2,944979.0,0.0,0.0,1119.0,
