,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross
2566,She's Lost Control,2014,1,USA,Drama,Unrated,90,3/20/2015,Anja Marquardt,"['Brooke Bloom', ' Marc Menchaca', ' Dennis Boutsikaris']",English,5.3,5319.0
2567,She's One of Us,2003,1,France,Drama,,98,1/21/2005,Siegrid Alnoy,"['Sasha Andres', ' Carlo Brandt', ' Pierre-Félix Gravière']",French,6.3,1870.0
2569,She's Out of My League,2010,2958,USA,Comedy,R,104,3/12/2010,Jim Field Smith,"['Jay Baruchel', ' Alice Eve', ' T.J. Miller']",English,6.4,32010860.0
2571,She's the Man,2006,2631,USA,Comedy,PG-13,105,3/17/2006,Andy Fickman,"['Amanda Bynes', ' Channing Tatum', ' Laura Ramsey']",English,6.4,33741133.0
2575,Shelter,2007,10,USA,Drama,R,97,3/21/2008,Jonah Markowitz,"['Trevor Wright', ' Brad Rowe', ' Tina Holmes']",English,7.8,142666.0
2577,Shem Code Rafiach,2014,2,Israel,Documentary,,75,5/26/2006,Gad Aisen,['nan'],Hebrew,,14804.0
2581,Sherlock Holmes,2009,3626,USA,Action,PG-13,128,12/25/2009,Guy Ritchie,"['Robert Downey Jr.', ' Jude Law', ' Rachel McAdams']",English,7.6,209028679.0
2582,Sherlock Holmes: A Game of Shadows,2011,3703,USA,Action,PG-13,129,12/16/2011,Guy Ritchie,"['Robert Downey Jr.', ' Jude Law', ' Noomi Rapace']",English,7.5,186848418.0
2583,Sherman's Way,2008,4,USA,Comedy,,97,3/6/2009,Craig M. Saavedra,"['James Le Gros', ' Enrico Colantoni', ' Michael Shulman']",English,5.5,13282.0
2584,Sherrybaby,2006,13,USA,Drama,R,96,9/8/2006,Laurie Collyer,"['Maggie Gyllenhaal', ' Michelle Hurst', ' Sandra Rodríguez']",English,6.6,199176.0
2585,Shikari,2016,20,Bangladesh,Action,,145,10/6/2000,Joydip Mukherjee,"['Shakib Khan', ' Srabanti Chatterjee', ' Rahul Dev']",Bengali,7.2,40712.0
2588,Shin Godzilla,2016,490,Japan,Action,Unrated,120,10/11/2016,Hideaki Anno,"['Hiroki Hasegawa', ' Yutaka Takenouchi', ' Satomi Ishihara']",Japanese,6.7,1918403.0
2590,Shine a Light,2008,277,USA,Documentary,PG-13,122,4/4/2008,Martin Scorsese,"['Mick Jagger', ' Keith Richards', ' Charlie Watts']",English,7.2,5505267.0
2593,The Shipping News,2001,434,USA,Drama,R,111,12/25/2001,Lasse Hallström,"['Kevin Spacey', ' Julianne Moore', ' Judi Dench']",English,6.8,11434216.0
2595,Shiri Farhad,2013,7,Bangladesh,Drama,,153,2/8/2002,Gazi Mahbub,"['Riaz', ' Shabnur', ' Pirzada Shahidul Harun']",Bengali,6.4,98452.0
2596,Shirin Farhad Ki Toh Nikal Padi,2012,54,India,Romance,,0,8/24/2012,Bela Segal,"['Freny Bhagat', ' Dinyar Contractor', ' Nauheed Cyrusi']",Hindi,4.3,155758.0
2597,Shirin in Love,2014,0,USA,Comedy,TV-14,104,3/14/2014,Ramin Niami,"['Nazanin Boniadi', ' Riley Smith', ' Amy Madigan']",English,5.1,49254.0
2600,Shock to the System,2006,2,USA,Crime,R,91,8/4/2006,Ron Oliver,"['Chad Allen', ' Sebastian Spence', ' Michael Woods']",English,6.7,3768.0
2602,Shock Wave,2017,19,China,Action,,119,5/5/2017,Herman Yau,"['Andy Lau', ' Wu Jiang', ' Jia Song']",Cantonese,6.4,0.0
2604,Sholem Aleichem: Laughing in the Darkness,2011,29,USA,Documentary,Unrated,93,7/8/2011,Joseph Dorman,"['Rachel Dratch', ' Hillel Halkin', ' Jason Kravits']",English,6.8,906666.0
2605,Shoot 'Em Up,2007,2108,USA,Action,R,86,9/7/2007,Michael Davis,"['Clive Owen', ' Paul Giamatti', ' Monica Bellucci']",English,6.7,12807139.0
2606,Shoot Down,2007,21,USA,Documentary,PG-13,85,1/25/2008,Cristina Khuly,"['Roberto Escobar', ' Marlene Alejandre-Triana', ' Leonel Morejon Almagro']",English,5.7,74421.0
2607,Shoot on Sight,2007,30,USA,Crime,R,110,9/26/2008,Jag Mundhra,"['Naseeruddin Shah', ' Greta Scacchi', ' Brian Cox']",English,6.1,0.0
2610,Shooter,2007,2806,USA,Action,R,124,3/23/2007,Antoine Fuqua,"['Mark Wahlberg', ' Michael Peña', ' Danny Glover']",English,7.2,47003582.0
2613,Shootout at Lokhandwala,2007,34,India,Action,,122,5/25/2007,Apoorva Lakhia,"['Amitabh Bachchan', ' Sanjay Dutt', ' Sunil Shetty']",Hindi,7.1,289232.0
2614,Shootout at Wadala,2013,89,India,Action,,155,5/3/2013,Sanjay Gupta,"['Anil Kapoor', ' John Abraham', ' Manoj Bajpayee']",Hindi,5.9,369573.0
2616,Shopgirl,2005,493,USA,Drama,R,106,10/21/2005,Anand Tucker,"['Steve Martin', ' Claire Danes', ' Jason Schwartzman']",English,6.4,10284523.0
2620,Short Cut to Nirvana: Kumbh Mela,2004,3,USA,Documentary,Unrated,85,10/22/2004,Maurizio Benazzo,"['Jasper Johal', ' Justin Davis', ' Swami Krishnanad']",English,7.3,381225.0
2622,The Short Game,2013,20,USA,Documentary,PG,99,9/20/2013,Josh Greenbaum,"['Amari Avery', ' Jed Dy', ' Allan Kournikova']",English,7.5,39819.0
2623,Short Peace,2013,27,Japan,Animation,,68,3/3/2014,Hiroaki Andô,"['Kôichi Yamadera', ' Midori Yûki', ' Takeshi Kusao']",Japanese,7.0,22862.0
2624,Short Term 12,2013,75,USA,Drama,R,96,8/23/2013,Destin Daniel Cretton,"['Brie Larson', ' John Gallagher Jr.', ' Stephanie Beatriz']",English,8.0,1013100.0
2626,Shortbus,2006,70,USA,Drama,Unrated,101,10/4/2006,John Cameron Mitchell,"['Sook-Yin Lee', ' Paul Dawson', ' Lindsay Beamish']",English,6.5,1985292.0
2627,Shorts,2009,3105,USA,Comedy,PG,89,8/21/2009,Robert Rodriguez,"['Jimmy Bennett', ' Jake Short', ' Kat Dennings']",English,4.8,20919166.0
2630,A Shot at Glory,2000,225,UK,Drama,R,114,5/10/2002,Michael Corrente,"['Andy Gray', ' Finlay MacDonald', ' Sheila Latimer']",English,6.3,133122.0
2632,SHOT! The Psycho-Spiritual Mantra of Rock,2016,2,UK,Documentary,,98,4/7/2017,Barney Clay,['Mick Rock'],English,6.9,15157.0
2633,Shotgun Stories,2007,4,USA,Drama,PG-13,92,12/14/2007,Jeff Nichols,"['Michael Shannon', ' Douglas Ligon', ' Barlow Jacobs']",English,7.3,46026.0
2634,Shottas,2002,0,USA,Action,R,95,11/3/2006,Cess Silvera,"['Ky-Mani Marley', ' Spragga Benz', ' Louie Rankin']",English,6.3,0.0
2636,Shout Gladi Gladi,2015,2,USA,Documentary,,100,10/2/2015,Adam Friedman,"['Chris Baker-Brian', ' Florence Banda', ' Ibrahim Bangura']",English,5.1,5839.0
2637,The Show,2017,336,USA,Drama,R,104,8/25/1995,Giancarlo Esposito,"['James Franco', ' Famke Janssen', ' Josh Duhamel']",English,6.4,2702578.0
2641,Showboy,2002,2,USA,Comedy,Unrated,93,4/9/2004,Lindy Heymann,"['Christian Taylor', ' Lindy Heymann', ' Joe Daley']",English,5.5,34646.0
2645,Showrunners: The Art of Running a TV Show,2014,1,Ireland,Documentary,Unrated,90,10/31/2014,Des Doyle,"['J.J. Abrams', ' Kristen Bell', ' David Boreanaz']",English,6.8,3100.0
2646,Showtime,2002,2917,USA,Action,PG-13,95,3/15/2002,Tom Dey,"['Robert De Niro', ' Rachael Harris', ' Eddie Murphy']",English,5.5,38082712.0
2647,Shrek,2001,3715,USA,Animation,PG,90,5/16/2001,Andrew Adamson,"['Mike Myers', ' Eddie Murphy', ' Cameron Diaz']",English,7.9,267665011.0
2648,Shrek 2,2004,4223,USA,Animation,PG,93,5/19/2004,Andrew Adamson,"['Mike Myers', ' Eddie Murphy', ' Cameron Diaz']",English,7.2,441226247.0
2649,Shrek Forever After,2010,4386,USA,Animation,PG,93,5/21/2010,Mike Mitchell,"['Mike Myers', ' Eddie Murphy', ' Cameron Diaz']",English,6.3,238736787.0
2650,Shrek the Third,2007,4172,USA,Animation,PG,93,5/18/2007,Chris Miller,"['Mike Myers', ' Eddie Murphy', ' Cameron Diaz']",English,6.1,322719944.0
2651,Shrink,2009,27,USA,Comedy,R,104,7/24/2009,Jonas Pate,"['Kevin Spacey', ' Joe Nunez', ' Mark Webber']",English,6.7,189621.0
2652,Shrooms,2007,4,Ireland,Comedy,Unrated,84,2/8/2008,Paddy Breathnach,"['Lindsey Haun', ' Jack Huston', ' Max Kasch']",English,4.7,2863.0
2653,Shubh Mangal Saavdhan,2017,80,India,Comedy,,119,9/1/2017,R.S. Prasanna,"['Ayushmann Khurrana', ' Bhumi Pednekar', ' Seema Bhargava']",Hindi,7.4,689874.0
2654,Shuddh Desi Romance,2013,0,India,Drama,Unrated,141,9/6/2013,Maneesh Sharma,"['Sushant Singh Rajput', ' Parineeti Chopra', ' Vaani Kapoor']",Hindi,5.8,0.0
2655,Shut In,2016,2058,France,Drama,PG-13,91,11/11/2016,Farren Blackburn,"['Naomi Watts', ' Oliver Platt', ' Charlie Heaton']",English,4.7,6900335.0
2656,Shut Up and Play the Hits,2012,161,UK,Documentary,Unrated,108,7/18/2012,Will Lovelace,"['James Murphy', ' Chuck Klosterman', ' Keith Wood']",English,7.4,510334.0
2657,Shut Up Little Man! An Audio Misadventure,2011,8,Australia,Documentary,Unrated,90,8/26/2011,Matthew Bate,"['Eddie Lee Sausage', ' Mitch Deprey', ' Daniel Clowes']",English,6.7,23901.0
2658,Shutter,2004,2756,Thailand,Horror,Unrated,97,3/21/2008,Banjong Pisanthanakun,"['Ananda Everingham', ' Natthaweeranuch Thongmee', ' Achita Sikamana']",Thai,7.1,25928550.0
2659,Shutter Island,2010,3356,USA,Mystery,R,138,2/19/2010,Martin Scorsese,"['Leonardo DiCaprio', ' Mark Ruffalo', ' Ben Kingsley']",English,8.1,128012934.0
2660,Shuttle,2008,1,USA,Crime,R,107,3/6/2009,Edward Anderson,"['Tony Curran', ' Peyton List', ' Cameron Goodman']",English,5.7,1925.0
2661,Shwaas,2004,1,India,Drama,,107,12/10/2004,Sandeep Sawant,"['Arun Nalawade', ' Ashwin Chitale', ' Sandeep Kulkarni']",Marathi,8.3,1416.0
2663,Klezmer on Fish Street,2004,1,USA,Documentary,,85,4/16/2004,Yale Strom,['nan'],English,6.7,5724.0
2664,Klimt,2006,3,Austria,Biography,,131,6/22/2007,Raoul Ruiz,"['John Malkovich', ' Veronica Ferres', ' Stephen Dillane']",English,5.2,97656.0
2665,Klown,2010,16,Denmark,Comedy,R,93,7/27/2012,Mikkel Nørgaard,"['Frank Hvam', ' Casper Christensen', ' Marcuz Jess Petersen']",Danish,7.2,68795.0
2666,Klown Forever,2015,10,Denmark,Comedy,R,99,9/2/2016,Mikkel Nørgaard,"['Casper Christensen', ' Frank Hvam', ' Mia Lyhne']",Danish,6.3,5700.0
2667,Km. 0 - Kilometer Zero,2000,6,Spain,Comedy,R,108,7/11/2003,Yolanda García Serrano,"['Concha Velasco', ' Georges Corraface', ' Silke']",Spanish,7.2,159338.0
2668,Knife Fight,2012,2,USA,Drama,R,100,1/25/2013,Bill Guttentag,"['Rob Lowe', ' Julie Bowen', ' Saffron Burrows']",English,5.1,5661.0
2670,Knight of Cups,2015,68,USA,Drama,R,118,3/4/2016,Terrence Malick,"['Christian Bale', ' Cate Blanchett', ' Natalie Portman']",English,5.7,566006.0
2671,A Knight's Tale,2001,2980,USA,Action,PG-13,132,5/11/2001,Brian Helgeland,"['Heath Ledger', ' Rufus Sewell', ' Shannyn Sossamon']",English,6.9,56569702.0
2672,Knights of Badassdom,2013,13,USA,Adventure,R,86,1/21/2014,Joe Lynch,"['D.R. Anderson', ' W. Earl Brown', ' Michael Carpenter']",English,5.7,123854.0
2674,Knock Knock,2015,22,USA,Drama,R,99,10/9/2015,Eli Roth,"['Keanu Reeves', ' Lorenza Izzo', ' Ana de Armas']",English,4.9,36336.0
2676,Knockaround Guys,2001,1806,USA,Crime,R,92,10/11/2002,Brian Koppelman,"['Barry Pepper', ' Andy Davoli', ' Seth Green']",English,6.1,11715637.0
2677,Knocked Up,2007,2975,USA,Comedy,R,129,6/1/2007,Judd Apatow,"['Seth Rogen', ' Katherine Heigl', ' Paul Rudd']",English,7.0,148768917.0
2679,Knockout,2000,110,USA,Action,PG-13,99,2/4/2000,Lorenzo Doumani,"['Sophia Adella Luke', ' Eduardo Yáñez', ' Tony Plana']",English,4.0,169503.0
2680,Know How,2015,2,USA,Drama,,106,5/15/2015,Juan Carlos Pineiro Escoriaza,"['Deshawn Brown', ' Niquana Clark', ' Michael Dew']",English,7.1,3323.0
2681,Knowing,2009,3337,USA,Drama,PG-13,121,3/20/2009,Alex Proyas,"['Nicolas Cage', ' Chandler Canterbury', ' Rose Byrne']",English,6.2,79957634.0
2682,Knuckle,2011,3,UK,Documentary,R,97,12/9/2011,Ian Palmer,"['James Quinn McDonagh', ' Michael Quinn McDonagh', ' Paddy Quinn McDonagh']",English,6.8,2647.0
2683,Koch,2012,16,USA,Documentary,Unrated,100,2/1/2013,Neil Barsky,"['Ed Koch', ' Michael Bloomberg', ' Calvin O. Butts III']",English,6.3,342941.0
2684,Kochadaiiyaan,2014,161,India,Animation,,124,5/23/2014,Soundarya R. Ashwin,"['Rajinikanth', ' Deepika Padukone', ' Sarath Kumar']",Tamil,6.6,817192.0
2685,Koi... Mil Gaya,2003,55,India,Drama,,171,8/8/2003,Rakesh Roshan,"['Rekha', ' Hrithik Roshan', ' Preity Zinta']",Hindi,7.1,671372.0
2687,The Komediant,2000,2,Israel,Documentary,,80,4/5/2002,Arnon Goldfinger,"['Pesach Burstein', ' Lillian Lux', ' Mike Burstyn']",Hebrew,8.0,119506.0
2688,Kon-Tiki,2012,75,UK,Adventure,PG-13,118,4/26/2013,Joachim Rønning,"['Pål Sverre Hagen', ' Anders Baasmo Christiansen', ' Tobias Santelmann']",Norwegian,7.2,1517410.0
2689,Kong: Skull Island,2017,3846,China,Action,PG-13,118,3/10/2017,Jordan Vogt-Roberts,"['Tom Hiddleston', ' Samuel L. Jackson', ' Brie Larson']",English,6.7,168052812.0
2690,Kontroll,2003,6,Hungary,Comedy,R,105,4/1/2005,Nimród Antal,"['Sándor Csányi', ' Zoltán Mucsi', ' Csaba Pindroch']",Hungarian,7.7,237183.0
2691,The Korean,2008,2,USA,Action,,98,2/5/2010,Thomas Dixon,"['Josiah D. Lee', ' Paul Adamo', ' Paula Bellin']",English,3.3,20279.0
2692,Korengal,2014,11,USA,Documentary,R,84,5/30/2014,Sebastian Junger,"['LaMonta Caldwell', ' Miguel Cortez', ' Stephen Gillespie']",English,6.8,101310.0
2693,Korkoro,2009,2,France,Drama,,111,3/25/2011,Tony Gatlif,"['Marc Lavoine', ' Marie-Josée Croze', ' James Thierrée']",French,7.2,8242.0
2696,Krampus,2015,2919,USA,Comedy,PG-13,98,12/4/2015,Michael Dougherty,"['Emjay Anthony', ' Adam Scott', ' Toni Collette']",English,6.2,42725475.0
2698,Krazzy 4,2008,59,India,Comedy,PG-13,110,4/11/2008,Jaideep Sen,"['Juhi Chawla', ' Irrfan Khan', ' Arshad Warsi']",Hindi,4.1,487215.0
2700,Krisha,2015,26,USA,Drama,R,83,3/18/2016,Trey Edward Shults,"['Krisha Fairchild', ' Alex Dobrenko', ' Robyn Fairchild']",English,7.1,144822.0
2701,Kristy,2014,0,USA,Horror,Unrated,86,1/1/2018,Oliver Blackburn,"['Haley Bennett', ' Ashley Greene', ' Lucas Till']",English,5.9,0.0
2702,Krrish,2006,59,India,Action,Unrated,154,6/30/2006,Rakesh Roshan,"['Rekha', ' Hrithik Roshan', ' Priyanka Chopra']",Hindi,6.3,1430721.0
2703,Krrish 3,2013,208,India,Action,,152,11/1/2013,Rakesh Roshan,"['Priyanka Chopra', ' Amitabh Bachchan', ' Hrithik Roshan']",Hindi,5.3,2191534.0
2706,Ktown Cowboys,2015,4,USA,Comedy,R,81,3/18/2016,Daniel Park,"['Rhonda Aldrich', ' Steve Byrne', ' Stefanie Carpenter']",English,6.7,18863.0
2707,Kubo and the Two Strings,2016,3279,USA,Animation,PG,101,8/19/2016,Travis Knight,"['Art Parkinson', ' Charlize Theron', ' Ralph Fiennes']",English,7.8,48023088.0
2708,Kuch Khatti Kuch Meethi,2001,23,India,Drama,,120,1/19/2001,Rahul Rawail,"['Kajol', ' Rishi Kapoor', ' Rati Agnihotri']",Hindi,4.7,57188.0
2709,Kuch Naa Kaho,2003,32,India,Drama,Unrated,169,9/5/2003,Rohan Sippy,"['Aishwarya Rai Bachchan', ' Abhishek Bachchan', ' Satish Shah']",Hindi,5.5,224831.0
2713,"Kumiko, the Treasure Hunter",2014,71,USA,Drama,Unrated,105,3/18/2015,David Zellner,"['Rinko Kikuchi', ' Nobuyuki Katsube', ' Kanako Higashi']",English,6.6,623383.0
2714,Kundo: Age of the Rampant,2014,28,South Korea,Action,Unrated,137,8/29/2014,Jong-bin Yun,"['Jung-woo Ha', ' Dong-won Gang', ' Sung-min Lee']",Korean,6.8,280958.0
2716,Kung Fu Hustle,2004,2503,Hong Kong,Action,R,99,4/8/2005,Stephen Chow,"['Stephen Chow', ' Xiaogang Feng', ' Wah Yuen']",Cantonese,7.8,17108591.0
2717,Kung Fu Joe,2009,2,USA,Comedy,Unrated,89,2/10/2012,Glen Berry,"['Wilson Large', ' Victoria Maurette', ' Jeremy Parrish']",English,1.4,15120.0
2718,Kung Fu Killer,2014,28,China,Action,Unrated,100,4/24/2015,Teddy Chan,"['Donnie Yen', ' Baoqiang Wang', ' Charlie Yeung']",Cantonese,6.5,129784.0
2719,Kung Fu Panda,2008,4136,USA,Animation,PG,92,6/6/2008,Mark Osborne,"['Jack Black', ' Dustin Hoffman', ' Angelina Jolie']",English,7.6,215434591.0
2720,Kung Fu Panda 2,2011,3952,USA,Animation,PG,90,5/26/2011,Jennifer Yuh Nelson,"['Jack Black', ' Angelina Jolie', ' Dustin Hoffman']",English,7.3,165249063.0
2721,Kung Fu Panda 3,2016,3987,China,Animation,PG,95,1/29/2016,Alessandro Carloni,"['Jack Black', ' Bryan Cranston', ' Dustin Hoffman']",English,7.1,143528619.0
2722,Kung Fu Yoga,2017,27,China,Action,Unrated,107,1/27/2017,Stanley Tong,"['Jackie Chan', ' Disha Patani', ' Amyra Dastur']",Mandarin,5.3,362657.0
2723,Kurbaan,2009,83,India,Action,,161,11/20/2009,Renzil D'Silva,"['Kareena Kapoor Khan', ' Saif Ali Khan', ' Lewis Tan']",Hindi,5.7,754268.0
2724,Kurt Cobain About a Son,2006,6,USA,Documentary,Unrated,96,10/3/2007,AJ Schnack,['Kurt Cobain'],English,7.4,87016.0
2725,Kurukshetra,2000,18,India,Action,Unrated,129,11/10/2000,Mahesh Manjrekar,"['Sanjay Dutt', ' Mahima Chaudhry', ' Om Puri']",Hindi,6.1,36890.0
2727,MVP: Most Valuable Primate,2000,205,Canada,Comedy,PG,93,8/11/2000,Robert Vince,"['Bernie', ' Louie', ' Mac']",English,3.8,1248746.0
2728,My Afternoons with Margueritte,2010,41,France,Comedy,Unrated,82,9/16/2011,Jean Becker,"['Gérard Depardieu', ' Gisèle Casadesus', ' Maurane']",French,7.2,666557.0
2729,My All-American,2015,1565,USA,Biography,PG,118,11/13/2015,Angelo Pizzo,"['Aaron Eckhart', ' Finn Wittrock', ' Rett Terrell']",English,7.1,2246000.0
2730,My Annoying Brother,2016,2,South Korea,Comedy,PG,110,12/23/2016,Soo-Kyung Kwon,"['Kyung-soo Do', ' Ek Harris', ' Dae-han Ji']",Korean,7.4,51996.0
2731,My Architect,2003,39,USA,Documentary,,116,11/12/2003,Nathaniel Kahn,"['Edmund Bacon', ' Edwina Pattison Daniels', ' Balkrishna Doshi']",English,7.4,2750707.0
2732,My Baby's Daddy,2004,1448,USA,Comedy,PG-13,86,1/9/2004,Cheryl Dunye,"['Eddie Griffin', ' Anthony Anderson', ' Michael Imperioli']",English,4.5,17669317.0
2734,My Best Friend,2006,63,France,Comedy,PG-13,94,7/13/2007,Patrice Leconte,"['Daniel Auteuil', ' Dany Boon', ' Julie Gayet']",French,6.7,1426784.0
2736,My Best Friend's Girl,2008,2636,USA,Comedy,R,101,9/19/2008,Howard Deutch,"['Dane Cook', ' Kate Hudson', ' Alec Baldwin']",English,5.9,19219250.0
2738,My Big Fat Greek Wedding,2002,2016,Canada,Comedy,PG,95,4/19/2002,Joel Zwick,"['Nia Vardalos', ' Michael Constantine', ' Christina Eleusiniotis']",English,6.6,241438208.0
2739,My Big Fat Greek Wedding 2,2016,3179,USA,Comedy,PG-13,94,3/25/2016,Kirk Jones,"['Nia Vardalos', ' John Corbett', ' Michael Constantine']",English,6.0,59689605.0
2740,My Big Fat Independent Movie,2005,1,USA,Comedy,R,80,9/30/2005,Philip Zlotorynski,"['Paget Brewster', ' Neil Barton', ' Eric Hoffman']",English,3.3,4655.0
2742,My Blueberry Nights,2007,69,Hong Kong,Drama,PG-13,95,4/4/2008,Kar-Wai Wong,"['Jude Law', ' Norah Jones', ' Chad R. Davis']",English,6.7,867275.0
2744,My Boss's Daughter,2003,2206,USA,Comedy,PG-13,86,8/22/2003,David Zucker,"['Mark Aisbett', ' Ashton Kutcher', ' Jon Abrahams']",English,4.7,15550605.0
2747,My Brother,2004,28,South Korea,Drama,,112,3/16/2007,Kwon-tae Ahn,"['Ha-kyun Shin', ' Bin Won', ' Hae-suk Kim']",Korean,7.2,65797.0
2748,My Brother Is an Only Child,2007,14,Italy,Comedy,R,108,3/28/2008,Daniele Luchetti,"['Elio Germano', ' Riccardo Scamarcio', ' Angela Finocchiaro']",Italian,7.1,255620.0
2749,My Brother the Devil,2012,4,UK,Crime,Unrated,111,3/22/2013,Sally El Hosaini,"['James Floyd', ' Fady Elsayed', ' Anthony Welsh']",English,6.6,44906.0
2751,"My Country, My Country",2006,4,USA,Documentary,,90,8/4/2006,Laura Poitras,['nan'],English,7.2,33620.0
2752,My Cousin Rachel,2017,531,UK,Drama,PG-13,106,6/9/2017,Roger Michell,"['Rachel Weisz', ' Sam Claflin', ' Holliday Grainger']",English,6.0,2716368.0
2755,My Date with Drew,2004,58,USA,Documentary,PG,90,8/5/2005,Jon Gunn,"['Drew Barrymore', ' John August', ' Stephanie Bedell Quartararo']",English,6.5,181041.0
2757,My Dog Skip,2000,2331,USA,Comedy,PG,95,1/14/2000,Jay Russell,"['Luke Wilson', ' Frankie Muniz', ' Kevin Bacon']",English,7.0,34134641.0
2758,My Dog Tulip,2009,5,USA,Animation,NR,83,9/1/2010,Paul Fierlinger,"['Christopher Plummer', ' Lynn Redgrave', ' Isabella Rossellini']",English,6.9,246574.0
2760,My Entire High School Sinking Into the Sea,2016,25,USA,Animation,PG-13,75,4/14/2017,Dash Shaw,"['Jason Schwartzman', ' Lena Dunham', ' Reggie Watts']",English,6.2,68883.0
2763,My Father Die,2016,10,USA,Action,,102,1/20/2017,Sean Brosnan,"['Joe Anderson', ' John Schneider', ' Kevin Gage']",American Sign Language,5.6,4252.0
2764,My Father My Lord,2007,9,Israel,Drama,,72,5/16/2008,David Volach,"['Assi Dayan', ' Ilan Griff', ' Sharon Hacohen']",Hebrew,6.8,203708.0
2771,My First Mister,2001,103,Germany,Comedy,R,109,10/12/2001,Christine Lahti,"['Rutanya Alda', ' Natasha Braisewell', ' Albert Brooks']",English,7.3,568762.0
2772,My First Wedding,2006,5,Canada,Comedy,PG-13,94,8/18/2006,Laurent Firode,"['Rachael Leigh Cook', ' Kenny Doughty', ' Paul Hopkins']",English,4.9,14982.0
2773,My Flesh and Blood,2003,7,USA,Documentary,Unrated,83,11/28/2003,Jonathan Karsh,"['Anthony Tom', ' Faith Tom', ' Joe Tom']",English,8.4,40573.0
2774,My Friend Dahmer,2017,4,USA,Biography,R,107,11/3/2017,Marc Meyers,"['Zachary Davis Brown', ' Lily Kozub', ' Ross Lynch']",English,6.6,53207.0
2775,My Friend Pinto,2011,7,India,Comedy,,100,10/14/2011,Raaghav Dar,"['Prateik', ' Kalki Koechlin', ' Arjun Mathur']",Hindi,5.4,0.0
2776,My Friend Victoria,2014,1,France,Drama,Unrated,95,12/4/2015,Jean-Paul Civeyrac,"['Guslagie Malanga', ' Nadia Moussa', ' Catherine Mouchet']",French,6.5,0.0
2777,My Führer,2007,1,Germany,Comedy,,89,8/14/2009,Dani Levy,"['Helge Schneider', ' Ulrich Mühe', ' Sylvester Groth']",German,5.4,2465.0
2782,My Golden Days,2015,32,France,Drama,R,123,3/18/2016,Arnaud Desplechin,"['Quentin Dolmaire', ' Lou Roy-Lecollinet', ' Mathieu Amalric']",French,6.8,269144.0
2784,My Journey Through French Cinema,2016,4,France,Documentary,,201,6/23/2017,Bertrand Tavernier,"['Bertrand Tavernier', ' Thierry Frémaux', ' Jacques Becker']",French,7.6,52214.0
2785,My Joy,2010,1,Germany,Adventure,Unrated,127,9/30/2011,Sergei Loznitsa,"['Viktor Nemets', ' Vladimir Golovin', ' Aleksey Vertkov']",Russian,6.9,6298.0
2786,My Kid Could Paint That,2007,20,USA,Documentary,PG-13,82,10/5/2007,Amir Bar-Lev,"['Amir Bar-Lev', ' Anthony Brunelli', ' Elizabeth Cohen']",English,7.2,231574.0
2787,My Kingdom,2001,1,Italy,Drama,Unrated,117,12/6/2002,Don Boyd,"['Richard Harris', ' Reece Noi', ' Lynn Redgrave']",English,6.2,4296.0
2791,My Life as a Zucchini,2016,53,Switzerland,Animation,PG-13,70,2/24/2017,Claude Barras,"['Gaspard Schlatter', ' Sixtine Murat', ' Paulin Jaccoud']",French,7.8,309766.0
2792,My Life Directed by Nicolas Winding Refn,2014,0,USA,Documentary,PG-13,58,2/27/2015,Liv Corfixen,"['Liv Corfixen', ' Ryan Gosling', ' Alejandro Jodorowsky']",English,6.5,0.0
2793,My Life in Ruins,2009,1165,USA,Comedy,PG-13,95,6/5/2009,Donald Petrie,"['Nia Vardalos', ' Richard Dreyfuss', ' Alexis Georgoulis']",English,5.9,8665206.0
2795,My Life Without Me,2003,39,Spain,Drama,R,106,9/26/2003,Isabel Coixet,"['Sarah Polley', ' Amanda Plummer', ' Scott Speedman']",English,7.6,400948.0
