,Unnamed: 0,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross
52,67,The Kids Grow Up,2009,1,USA,Documentary,Unrated,90,10/29/2010,Doug Block,['nan'],English,6.8,12095.0
54,71,"Kiki, Love to Love",2016,3,Spain,Comedy,Unrated,102,11/11/2016,Paco León,"['Natalia de Molina', ' Álex García', ' Jacobo Sánchez']",Spanish,6.5,12450.0
57,75,Kill Command,2016,0,UK,Action,Unrated,99,11/25/2016,Steven Gomez,"['Vanessa Kirby', ' David Ajala', ' Mike Noble']",English,5.7,0.0
58,76,Kill List,2011,10,UK,Crime,Unrated,95,2/3/2012,Ben Wheatley,"['Neil Maskell', ' MyAnna Buring', ' Harry Simpson']",English,6.4,29063.0
59,78,Kill Me Three Times,2014,16,USA,Action,Rated,90,4/10/2015,Kriv Stenders,"['Simon Pegg', ' Steve Le Marquand', ' Alice Braga']",English,5.9,24296.0
60,79,"Kill Me, Deadly",2015,3,USA,Comedy,Rated,100,4/1/2016,Darrett Sanders,"['Kirsten Vangsness', ' Dean Lemont', ' Lesley-Anne Down']",English,7.4,36027.0
61,80,The Kill Team,2013,2,USA,Documentary,Rated,79,7/25/2014,Dan Krauss,"['Adam Winfield', ' Christopher Winfield', ' Emma Winfield']",English,7.1,18983.0
62,81,Kill the Irishman,2011,56,USA,Biography,Rated,106,3/11/2011,Jonathan Hensleigh,"['Ray Stevenson', "" Vincent D'Onofrio"", ' Val Kilmer']",English,7.1,1188194.0
63,82,Kill the Messenger,2014,427,USA,Biography,Rated,112,10/10/2014,Michael Cuesta,"['Jeremy Renner', ' Robert Patrick', ' Jena Sims']",English,7.0,2450846.0
65,85,Kill Your Darlings,2013,78,USA,Biography,Rated,104,10/16/2013,John Krokidas,"['Daniel Radcliffe', ' Dane DeHaan', ' Michael C. Hall']",English,6.5,1030064.0
66,86,Kill Your Friends,2015,0,UK,Comedy,Rated,103,4/1/2016,Owen Harris,"['Nicholas Hoult', ' James Corden', ' Georgia King']",English,6.1,0.0
69,89,Killer Elite,2011,2986,UK,Action,Rated,116,9/23/2011,Gary McKendry,"['Jason Statham', ' Clive Owen', ' Robert De Niro']",English,6.5,25124966.0
70,90,The Killer Inside Me,2010,17,USA,Crime,Rated,109,6/18/2010,Michael Winterbottom,"['Casey Affleck', ' Kate Hudson', ' Jessica Alba']",English,6.1,217277.0
71,91,Killer Joe,2011,75,USA,Crime,Rated,102,7/27/2012,William Friedkin,"['Matthew McConaughey', ' Emile Hirsch', ' Juno Temple']",English,6.7,1987762.0
72,93,Killers,2010,2859,USA,Action,Rated,100,6/4/2010,Robert Luketic,"['Ashton Kutcher', ' Katherine Heigl', ' Tom Selleck']",English,5.4,47059963.0
73,97,Killing Kasztner,2008,5,USA,Documentary,Rated,120,10/23/2009,Gaylen Ross,['nan'],English,7.2,112313.0
74,98,The Killing of a Sacred Deer,2017,238,UK,Drama,Rated,121,10/20/2017,Yorgos Lanthimos,"['Nicole Kidman', ' Alicia Silverstone', ' Colin Farrell']",English,7.9,1083179.0
76,100,Killing Season,2013,12,USA,Action,Rated,91,7/12/2013,Mark Steven Johnson,"['Robert De Niro', ' John Travolta', ' Milo Ventimiglia']",English,5.4,39881.0
77,101,Killing Them Safely,2015,0,Canada,Documentary,Unrated,100,11/27/2015,Nick Berardini,"['Rick Smith', ' Tom Smith']",English,6.7,0.0
78,102,Killing Them Softly,2012,2424,USA,Crime,Rated,97,11/30/2012,Andrew Dominik,"['Brad Pitt', ' Scoot McNairy', ' Ben Mendelsohn']",English,6.2,15026056.0
79,105,Kills on Wheels,2016,1,Hungary,Action,Rated,103,10/20/2017,Attila Till,"['Szabolcs Thuróczy', ' Zoltán Fenyvesi', ' Ádám Fekete']",Hungarian,7.4,15668.0
80,106,Killshot,2008,5,USA,Crime,Rated,95,1/23/2009,John Madden,"['Thomas Jane', ' Diane Lane', ' Mickey Rourke']",English,6.0,18643.0
81,107,Kilo Two Bravo,2014,11,UK,Adventure,Rated,108,11/13/2015,Paul Katis,"['David Elliot', ' Mark Stanley', ' Scott Kyle']",English,7.1,7891.0
82,109,A Kind of Murder,2016,3,USA,Crime,Rated,95,12/16/2016,Andy Goddard,"['Patrick Wilson', ' Jessica Biel', ' Haley Bennett']",English,5.2,2915.0
83,110,The Kind Words,2015,8,Israel,Drama,Unrated,118,6/24/2016,Shemi Zarhin,"['Rotem Zissman-Cohen', ' Rassabn Abes', ' Roy Assaf']",French,6.7,135382.0
84,112,The Kindergarten Teacher,2014,4,Israel,Drama,Unrated,119,7/31/2015,Nadav Lapid,"['Sarit Larry', ' Avi Shnaidman', ' Lior Raz']",Hebrew,6.6,36190.0
87,118,King Arthur: Legend of the Sword,2017,3702,USA,Action,Rated,126,5/12/2017,Guy Ritchie,"['Charlie Hunnam', ' Astrid Bergès-Frisbey', ' Jude Law']",English,6.9,39175066.0
88,119,King Cobra,2016,17,USA,Crime,Unrated,91,10/21/2016,Justin Kelly,"['Garrett Clayton', ' Christian Slater', ' Molly Ringwald']",English,5.6,74712.0
89,120,King Corn,2007,8,USA,Documentary,Unrated,88,10/12/2007,Aaron Woolf,"['Bob Bledsoe', ' Earl L. Butz', ' Dawn Cheney']",English,7.1,105422.0
90,122,King Georges,2015,10,USA,Documentary,Unrated,77,2/26/2016,Erika Frankel,"['Nicholas Elmi', ' Georges Perrier']",English,6.9,51663.0
94,128,King of California,2007,28,USA,Comedy,Rated,93,9/14/2007,Mike Cahill,"['Michael Douglas', ' Evan Rachel Wood', ' Willis Burks II']",English,6.7,268461.0
95,130,King of Devil's Island,2010,2,Norway,Action,Unrated,116,11/18/2011,Marius Holst,"['Benjamin Helstad', ' Trond Nilssen', ' Stellan Skarsgård']",Norwegian,7.5,7615.0
96,131,The King of Kong: A Fistful of Quarters,2007,58,USA,Documentary,Rated,79,8/17/2007,Seth Gordon,"['Steve Wiebe', ' Mark Alpiger', ' Adam Wood']",English,8.2,677914.0
98,141,The King's Case Note,2017,7,South Korea,Adventure,Rated,114,4/28/2017,Hyun-Sung Moon,"['Jae-hong Ahn', ' Young-nam Jang', ' Jin-mo Joo']",Korean,6.5,90959.0
99,142,The King's Choice,2016,10,Norway,Biography,Rated,133,9/22/2017,Erik Poppe,"['Jesper Christensen', ' Anders Baasmo Christiansen', ' Karl Markovics']",Norwegian,7.3,109153.0
101,144,The King's Speech,2010,2584,UK,Biography,Rated,118,11/26/2010,Tom Hooper,"['Colin Firth', ' Helena Bonham Carter', ' Derek Jacobi']",English,8.0,1354531430.0
102,145,The Kingdom,2007,2836,USA,Action,Rated,110,9/28/2007,Peter Berg,"['Jamie Foxx', ' Chris Cooper', ' Jennifer Garner']",English,7.1,47536778.0
105,150,Kings of Pastry,2009,10,Netherlands,Documentary,Rated,87,9/15/2010,Chris Hegedus,"['Jacquy Pfeiffer', ' Regis Lazard', ' Philippe Rigollot']",English,6.9,336386.0
106,151,The Kings of Summer,2013,65,USA,Adventure,Rated,95,5/31/2013,Jordan Vogt-Roberts,"['Nick Robinson', ' Gabriel Basso', ' Moises Arias']",English,7.2,1315590.0
107,152,Kings of the Evening,2008,5,USA,Drama,Rated,99,6/11/2010,Andrew P. Jones,"['Tyson Beckford', ' Lynn Whitfield', ' Glynn Turman']",English,6.0,99270.0
108,153,Kingsglaive: Final Fantasy XV,2016,26,Japan,Animation,Rated,110,8/19/2016,Takeshi Nozue,"['Aaron Paul', ' Lena Headey', ' Sean Bean']",English,6.9,269980.0
109,154,Kingsman: The Golden Circle,2017,4038,UK,Action,Rated,141,9/22/2017,Matthew Vaughn,"['Taron Egerton', ' Edward Holcroft', ' Gordon Alexander']",English,7.2,99121408.0
110,155,Kingsman: The Secret Service,2014,3282,UK,Action,Rated,129,2/13/2015,Matthew Vaughn,"['Adrian Quinton', ' Colin Firth', ' Mark Strong']",English,7.7,128261724.0
113,159,Kinyarwanda,2011,9,USA,Drama,Unrated,100,12/2/2011,Alrick Brown,"['Cassandra Freeman', ' Edouard Bamporiki', ' Cleophas Kabasita']",English,6.7,35412.0
116,162,Kismat Konnection,2008,62,India,Comedy,Rated,153,7/18/2008,Aziz Mirza,"['Shahid Kapoor', ' Vidya Balan', ' Vishal Malhotra']",Hindi,5.2,490154.0
118,166,"Kiss Kiss, Bang Bang",2016,226,UK,Short,Rated,9,10/21/2005,Simon Massey,"['Richard Lessen', ' Charlotte Price', ' Gareth Morgan']",English,,4243756.0
119,171,Kiss of the Damned,2012,7,USA,Drama,Rated,97,5/3/2013,Xan Cassavetes,"['Joséphine de La Baume', ' Roxane Mesquida', ' Milo Ventimiglia']",English,5.6,14752.0
121,175,Kiss the Bride,2007,5,USA,Comedy,Rated,100,4/18/2008,C. Jay Cox,"['Tori Spelling', ' Philipp Karner', "" James O'Shea""]",English,5.8,32033.0
122,178,Kisses,2008,11,Ireland,Drama,Rated,72,7/16/2010,Lance Daly,"[""Kelly O'Neill"", ' Shane Curry', ' Paul Roe']",English,7.3,81680.0
124,181,Kit Kittredge: An American Girl,2008,1849,USA,Drama,Rated,101,6/20/2008,Patricia Rozema,"['Abigail Breslin', ' Julia Ormond', "" Chris O'Donnell""]",English,6.6,17657973.0
125,182,The Kitchen,2012,2,USA,Comedy,Rated,80,3/8/2013,Ishai Setton,"['Laura Prepon', ' Bryan Greenberg', ' Dreama Walker']",English,5.0,4054.0
127,185,The Kite Runner,2007,715,USA,Drama,Rated,128,12/14/2007,Marc Forster,"['Khalid Abdalla', ' Atossa Leoni', ' Shaun Toub']",Dari,7.6,15800078.0
128,186,Kites,2010,207,India,Action,Unrated,123,5/21/2010,Anurag Basu,"['Hrithik Roshan', ' Kangana Ranaut', ' Bárbara Mori']",English,6.1,16434860.0
130,190,The Guard,2011,203,Ireland,Comedy,Rated,96,7/29/2011,John Michael McDonagh,"['Ronan Collins', ' Paraic Nialand', ' John Patrick Beirne']",English,7.3,5360274.0
132,193,The Guardians,2017,0,Russia,Action,Unrated,89,5/4/2018,Sarik Andreasyan,"['Anton Pampushnyy', ' Sanjar Madi', ' Sebastien Sisak']",Russian,3.9,0.0
133,194,Guardians of the Galaxy,2014,4088,USA,Action,Rated,121,8/1/2014,James Gunn,"['Chris Pratt', ' Zoe Saldana', ' Dave Bautista']",English,8.1,333176600.0
134,195,Guardians of the Galaxy Vol. 2,2017,4347,USA,Action,Rated,136,5/5/2017,James Gunn,"['Chris Pratt', ' Zoe Saldana', ' Dave Bautista']",English,7.8,389813101.0
136,198,Güeros,2014,5,Mexico,Comedy,Unrated,106,5/20/2015,Alonso Ruizpalacios,"['Tenoch Huerta', ' Sebastián Aguirre', ' Ilse Salas']",Spanish,7.5,60114.0
139,202,Guest of Cindy Sherman,2008,1,USA,Documentary,Rated,88,3/27/2009,Tom Donahue,"['Cindy Sherman', ' John Waters', ' Eric Bogosian']",English,6.5,27052.0
141,204,Guidance,2014,2,Canada,Comedy,Unrated,81,8/21/2015,Pat Mills,"['David Alexander', ' Don Allison', ' Alexandria Benoit']",English,6.3,4900.0
143,206,The Guillotines,2012,10,China,Action,Rated,112,6/14/2013,Wai-Keung Lau,"['Xiaoming Huang', ' Ethan Juan', ' Purba Rgyal']",Mandarin,4.8,5290.0
144,207,The Guilt Trip,2012,2431,USA,Comedy,Rated,95,12/19/2012,Anne Fletcher,"['Barbra Streisand', ' Seth Rogen', ' Julene Renee']",English,5.8,37134215.0
145,211,Gulliver's Travels,2010,3089,USA,Adventure,Rated,85,12/25/2010,Rob Letterman,"['Jack Black', ' Jason Segel', ' Emily Blunt']",English,4.9,42779261.0
146,215,Gun Fight,2011,0,USA,Documentary,Rated,89,5/1/1961,Barbara Kopple,"['John Aquilino Sr.', ' Jillian Bandes', ' Glenn Beck']",English,6.6,0.0
147,216,Gun Hill Road,2011,10,USA,Drama,Rated,86,8/5/2011,Rashaad Ernesto Green,"['Esai Morales', ' Robert Salzman', ' Ty Jones']",English,6.6,148994.0
149,221,Gunday,2014,159,India,Action,Unrated,152,2/14/2014,Ali Abbas Zafar,"['Ranveer Singh', ' Arjun Kapoor', ' Priyanka Chopra']",Hindi,2.1,0.0
150,224,The Gunman,2015,2816,USA,Action,Rated,115,3/20/2015,Pierre Morel,"['Sean Penn', ' Jasmine Trinca', ' Javier Bardem']",English,5.8,10664749.0
152,227,Gunnin' for That #1 Spot,2008,14,USA,Documentary,Rated,90,6/27/2008,Adam Yauch,"['Jerryd Bayless', ' Michael Beasley', ' Tyreke Evans']",English,6.4,50804.0
154,231,Guru,2007,76,India,Biography,Rated,166,1/12/2007,Mani Ratnam,"['Mithun Chakraborty', ' Abhishek Bachchan', ' Aishwarya Rai Bachchan']",Hindi,7.8,2096000.0
155,232,Gurukulam,2014,11,Canada,Documentary,Rated,108,6/3/2016,Neil Dalal,['Dayananda Saraswati'],English,7.4,25651.0
156,235,Guy and Madeline on a Park Bench,2009,5,USA,Drama,Rated,82,11/5/2010,Damien Chazelle,"['Jason Palmer', ' Desiree Garcia', ' Sandha Khin']",English,6.1,35556.0
160,241,Guzaarish,2010,108,India,Comedy,Rated,126,11/19/2010,Sanjay Leela Bhansali,"['Hrithik Roshan', ' Aishwarya Rai Bachchan', ' Shernaz Patel']",Hindi,7.5,1017335.0
163,248,The Wolf at the Door,2008,16,USA,Drama,Unrated,90,7/31/1987,Matt Detisch,"['Christopher Bucci', ' Tracy Lecker', ' Jason Merriott']",English,7.9,583800.0
165,250,The Wolf of Wall Street,2013,2557,USA,Biography,Rated,180,12/25/2013,Martin Scorsese,"['Leonardo DiCaprio', ' Jonah Hill', ' Margot Robbie']",English,8.2,116900694.0
166,251,Wolf Totem,2015,5,China,Adventure,Rated,121,9/11/2015,Jean-Jacques Annaud,"['Shaofeng Feng', ' Shawn Dou', ' Ankhnyam Ragchaa']",Mandarin,6.7,210591.0
167,253,The Wolfman,2010,3223,USA,Drama,Rated,103,2/12/2010,Joe Johnston,"['Simon Merrells', ' Gemma Whelan', ' Emily Blunt']",English,5.8,61979680.0
168,254,The Wolfpack,2015,94,USA,Documentary,Rated,90,6/12/2015,Crystal Moselle,"['Bhagavan Angulo', ' Govinda Angulo', ' Jagadisa Angulo']",English,7.0,1301696.0
169,255,The Wolverine,2013,3924,USA,Action,Rated,126,7/26/2013,James Mangold,"['Hugh Jackman', ' Tao Okamoto', ' Rila Fukushima']",English,6.7,132556852.0
170,256,Wolves,2014,12,France,Action,Rated,91,11/14/2014,David Hayter,"['Lucas Till', ' Stephen McHattie', ' John Pyper-Ferguson']",English,5.3,12139.0
171,257,The Woman in Black,2012,2856,UK,Drama,Rated,95,2/3/2012,James Watkins,"['Emma Shorey', ' Molly Harmon', ' Ellisa Walker-Reid']",English,6.4,54333290.0
172,258,The Woman in Black 2: Angel of Death,2014,2602,UK,Drama,Rated,98,1/2/2015,Tom Harper,"['Phoebe Fox', ' Merryn Pearse', ' Mary Roscoe']",English,4.9,26501323.0
173,259,Woman in Gold,2015,2011,UK,Biography,Rated,109,4/1/2015,Simon Curtis,"['Helen Mirren', ' Ryan Reynolds', ' Daniel Brühl']",English,7.3,33307793.0
174,261,The Woman in the Fifth,2011,14,France,Drama,Rated,84,6/15/2012,Pawel Pawlikowski,"['Ethan Hawke', ' Kristin Scott Thomas', ' Joanna Kulig']",English,5.3,113800.0
178,270,Woman Thou Art Loosed: On the 7th Day,2012,106,USA,Drama,Rated,101,4/13/2012,Neema Barnette,"['Blair Underwood', ' Sharon Leal', ' Nicole Beharie']",English,4.9,1213128.0
179,271,The Woman Who Left,2016,1,Philippines,Drama,Rated,226,5/19/2017,Lav Diaz,"['Charo Santos-Concio', ' John Lloyd Cruz', ' Michael De Mesa']",English,7.9,3974.0
180,272,A Woman's Life,2016,4,France,Drama,Rated,119,5/5/2017,Stéphane Brizé,"['Judith Chemla', ' Jean-Pierre Darroussin', ' Yolande Moreau']",French,6.8,37626.0
181,273,"A Woman, a Gun and a Noodle Shop",2009,23,China,Comedy,Rated,95,9/3/2010,Yimou Zhang,"['Honglei Sun', ' Xiao Shen-Yang', ' Ni Yan']",Mandarin,5.7,190946.0
182,274,"A Woman, a Part",2016,3,USA,Drama,Unrated,97,3/22/2017,Elisabeth Subrin,"['Maggie Siff', ' Dagmara Dominczyk', ' Khandi Alexander']",English,5.7,23562.0
184,276,Women in Trouble,2009,3,USA,Comedy,Rated,92,11/13/2009,Sebastian Gutierrez,"['Carla Gugino', ' Adrianne Palicki', ' Dan Mailley']",English,5.8,18097.0
185,277,The Women on the 6th Floor,2010,17,France,Comedy,Unrated,102,10/7/2011,Philippe Le Guay,"['Fabrice Luchini', ' Sandrine Kiberlain', ' Natalia Verbeke']",French,7.1,719823.0
186,279,The Women's Balcony,2016,34,Israel,Comedy,Rated,96,3/3/2017,Emil Ben-Shimon,"['Evelin Hagoel', ' Igal Naor', ' Orna Banai']",Hebrew,7.1,1194092.0
187,280,!Women Art Revolution,2010,4,USA,Documentary,Rated,83,6/1/2011,Lynn Hershman-Leeson,['Lynn Hershman-Leeson'],English,6.8,52681.0
188,281,Won't Back Down,2012,2517,USA,Drama,Rated,121,9/28/2012,Daniel Barnz,"['Maggie Gyllenhaal', ' Viola Davis', ' Oscar Isaac']",English,6.4,5310554.0
189,282,Wonder Woman,2017,0,Hong Kong,Action,Rated,141,11/17/2017,Patty Jenkins,"['Gal Gadot', ' Chris Pine', ' Connie Nielsen']",English,7.6,0.0
191,284,The Wonder of It All,2007,39,USA,Documentary,Rated,82,7/17/2009,Jeffrey Roth,"['Eugene Cernan', ' Yuri Gagarin', ' John F. Kennedy']",English,7.2,781016.0
192,285,Wonder Wheel,2017,0,USA,Drama,Rated,101,12/1/2017,Woody Allen,"['Jim Belushi', ' Juno Temple', ' Justin Timberlake']",English,6.2,0.0
193,286,Wonder Woman,2017,4165,Hong Kong,Action,Rated,141,6/2/2017,Patty Jenkins,"['Gal Gadot', ' Chris Pine', ' Connie Nielsen']",English,7.6,412563408.0
194,288,Wonderful Town,2007,1,Thailand,Drama,Unrated,92,7/18/2008,Aditya Assarat,"['Anchalee Saisoontorn', ' Supphasit Kansen', ' Dul Yaambunying']",Thai,6.6,4487.0
195,289,Wonderful World,2009,4,USA,Drama,Rated,89,1/8/2010,Joshua Goldin,"['Matthew Broderick', ' Sanaa Lathan', ' Michael Kenneth Williams']",English,6.2,9309.0
196,291,The Wonders,2014,15,Italy,Drama,Unrated,110,10/30/2015,Alice Rohrwacher,"['Alba Rohrwacher', ' Maria Alexandra Lungu', ' Sam Louwyck']",Italian,6.6,73378.0
197,292,Wonderstruck,2017,261,USA,Drama,Rated,117,10/20/2017,Todd Haynes,"['Millicent Simmonds', ' Julianne Moore', ' Cory Michael Smith']",English,6.9,580042.0
199,296,Woodlawn,2015,1553,USA,Drama,Rated,123,10/16/2015,Andrew Erwin,"['Sean Astin', ' Nic Bishop', ' Caleb Castille']",English,6.5,14394097.0
200,297,The Woodmans,2010,3,USA,Documentary,Unrated,82,1/19/2011,Scott Willis,"['Francesca Woodman', ' George Woodman', ' Betty Woodman']",English,7.0,46623.0
204,302,The Word,2014,1,Poland,Drama,Rated,97,3/14/2014,Anna Kazejak,"['Eliza Rycembel', ' Mateusz Wieclawek', ' Magdalena Poplawska']",Polish,5.1,3648.0
207,305,The Words,2012,2801,USA,Drama,Rated,102,9/7/2012,Brian Klugman,"['Dennis Quaid', ' John Hannah', ' Jeremy Irons']",English,7.1,11494838.0
208,307,Words and Pictures,2013,216,USA,Comedy,Rated,111,5/23/2014,Fred Schepisi,"['Clive Owen', ' Juliette Binoche', ' Bruce Davison']",English,6.6,2171257.0
210,309,The Work,2017,2,USA,Documentary,Rated,89,10/27/2017,Jairus McLeary,['nan'],English,8.2,5853.0
217,322,The World of Kanako,2014,12,Japan,Drama,Unrated,118,12/4/2015,Tetsuya Nakashima,"['Kôji Yakusho', ' Nana Komatsu', ' Satoshi Tsumabuki']",Japanese,6.6,16627.0
220,325,The World Unseen,2007,3,South Africa,Drama,Rated,93,11/7/2008,Shamim Sarif,"['Lisa Ray', ' Sheetal Sheth', ' Parvin Dabas']",English,6.8,17808.0
221,326,World War Z,2013,3607,USA,Action,Rated,116,6/21/2013,Marc Forster,"['Brad Pitt', ' Mireille Enos', ' Daniella Kertesz']",English,7.0,202359711.0
222,327,World War Z 2,2017,0,USA,Action,Rated,0,1/1/2018,David Fincher,['Brad Pitt'],English,,0.0
223,328,The World's End,2013,1553,UK,Action,Rated,109,8/23/2013,Edgar Wright,"['Thomas Law', ' Zachary Bailess', ' Jasper Levine']",English,7.0,26004851.0
225,330,World's Greatest Dad,2009,30,USA,Comedy,Rated,99,8/21/2009,Bobcat Goldthwait,"['Robin Williams', ' Daryl Sabara', ' Morgan Murphy']",English,6.9,221805.0
226,331,Worlds Apart,2015,2,Greece,Drama,Rated,113,1/13/2017,Christopher Papakaliatis,"['J.K. Simmons', ' Christopher Papakaliatis', ' Andrea Osvárt']",Greek,7.6,60298.0
227,332,The Worst Movie Ever!,2011,2,USA,Action,Rated,76,8/19/2011,Glenn Berggoetz,"['Glenn Berggoetz', ' Eileen Barker', ' Stuart Goldstein']",English,4.3,25206.0
228,334,The Wound,2017,2,South Africa,Drama,Rated,88,3/15/2017,John Trengove,"['Nakhane Touré', ' Bongile Mantsai', ' Niza Jay']",Xhosa,7.1,30678.0
229,336,Mi America,2015,1,USA,Crime,Rated,90,10/16/2015,Robert Fontaine,"['Robert Fontaine', ' Michael Brainard', ' Grant Boyd']",English,7.0,3330.0
230,338,MI-5,2015,0,UK,Action,Rated,104,12/4/2015,Bharat Nalluri,"['Michael Wildman', ' Tuppence Middleton', ' Geoffrey Streatfeild']",English,6.2,0.0
231,339,Mia and the Migoo,2008,1,France,Animation,Rated,92,3/25/2011,Jacques-Rémy Girerd,"['Dany Boon', ' John DiMaggio', ' Garance Lagraa']",French,6.7,16975.0
232,340,Mia Madre,2015,35,Italy,Drama,Rated,106,8/26/2016,Nanni Moretti,"['Margherita Buy', ' John Turturro', ' Giulia Lazzarini']",Italian,6.8,303002.0
234,344,"Léchez-nous, Miaou, Miaou!",2015,34,Switzerland,Short,Rated,16,2/25/2004,Marie de Maricourt,"['Nadia Sadji', ' Yoram Gué', ' Marie Colin']",French,,256770.0
235,345,Partners in Time: The Making of 'MIB 3',2012,4248,USA,Short,Rated,0,5/25/2012,,['nan'],English,6.1,179020854.0
236,347,Michael Clayton,2007,2585,USA,Crime,Rated,119,10/5/2007,Tony Gilroy,"['Tom Wilkinson', "" Michael O'Keefe"", ' Sydney Pollack']",English,7.3,49033882.0
237,349,All Access: Making Michael Jackson's This Is It,2010,3481,USA,Documentary,Rated,0,10/28/2009,,"['Alex Al', ' Michael Bearden', ' Paul Gongaware']",English,8.2,72091016.0
238,350,Michael Moore in TrumpLand,2016,51,USA,Documentary,Unrated,73,10/19/2016,Michael Moore,"['Michael Moore', ' Hillary Clinton', ' Donald J. Trump']",English,5.9,149090.0
239,353,Micmacs,2009,52,France,Action,Rated,105,5/28/2010,Jean-Pierre Jeunet,"['Dany Boon', ' André Dussollier', ' Yolande Moreau']",French,7.2,1262079.0
240,354,Microbe & Gasoline,2015,9,France,Adventure,Rated,105,7/1/2016,Michel Gondry,"['Ange Dargent', ' Théophile Baquet', ' Diane Besnier']",French,6.7,63802.0
241,356,Mid-August Lunch,2008,23,Italy,Comedy,Unrated,75,3/17/2010,Gianni Di Gregorio,"['Valeria De Franciscis', ' Marina Cacciotti', ' Maria Calì']",Italian,7.0,675299.0
242,357,Middle Men,2009,252,USA,Comedy,Rated,105,8/6/2010,George Gallo,"['Luke Wilson', ' Giovanni Ribisi', ' Gabriel Macht']",English,6.6,754301.0
243,358,Middle of Nowhere,2008,0,USA,Comedy,Rated,95,1/1/2018,John Stockwell,"['Eva Amurri Martino', ' Anton Yelchin', ' Willa Holland']",English,6.5,0.0
244,359,Middle School: The Worst Years of My Life,2016,2822,USA,Animation,Rated,92,10/7/2016,Steve Carr,"['Griffin Gluck', ' Lauren Graham', ' Alexa Nisenson']",English,6.1,20007149.0
245,360,Midget Zombie Takeover,2013,3,USA,Comedy,Unrated,73,2/8/2013,Glenn Berggoetz,"['Kristi McKay', "" Matt 'Goose' Goosherst"", ' Kedryn Carpenter']",English,6.2,10604.0
246,365,Midnight Eagle,2007,3,Japan,Action,Rated,132,11/23/2007,Izuru Narushima,"['Tatsuya Fuji', ' Yoshihiko Hakamada', ' Ken Ishiguro']",Japanese,4.8,7116.0
247,367,Midnight in Paris,2011,1038,Spain,Comedy,Rated,94,5/20/2011,Woody Allen,"['Owen Wilson', ' Rachel McAdams', ' Kurt Fuller']",English,7.7,56817045.0
248,369,The Midnight Meat Train,2008,102,USA,Horror,Rated,100,8/1/2008,Ryûhei Kitamura,"['Bradley Cooper', ' Leslie Bibb', ' Brooke Shields']",English,6.1,83361.0
249,371,Midnight Special,2016,521,USA,Drama,Rated,112,3/18/2016,Jeff Nichols,"['Michael Shannon', ' Joel Edgerton', ' Kirsten Dunst']",English,6.7,3712282.0
250,373,Midnight's Children,2012,17,Canada,Drama,Rated,146,4/26/2013,Deepa Mehta,"['Rajat Kapoor', ' Vansh Bhardwaj', ' Anupam Kher']",English,6.2,190022.0
251,374,Midsummer in Newtown,2016,0,USA,Documentary,Rated,81,1/27/2017,Lloyd Kramer,['nan'],English,6.6,0.0
252,377,The Midwife,2017,44,France,Drama,Unrated,117,7/21/2017,Martin Provost,"['Catherine Deneuve', ' Catherine Frot', ' Olivier Gourmet']",French,6.9,603582.0
253,380,Mifune: The Last Samurai,2015,9,Japan,Documentary,Unrated,80,11/25/2016,Steven Okazaki,"['Wataru Akashi', ' Kyôko Kagawa', ' Takeshi Katô']",English,7.3,62279.0
254,384,A Mighty Heart,2007,1355,USA,Biography,Rated,108,6/22/2007,Michael Winterbottom,"['Dan Futterman', ' Angelina Jolie', ' Archie Panjabi']",English,6.7,9176787.0
255,386,The Mighty Macs,2009,975,USA,Drama,Rated,99,10/21/2011,Tim Chambers,"['Carla Gugino', ' Marley Shelton', ' Ellen Burstyn']",English,6.5,1891936.0
257,390,Mike and Dave Need Wedding Dates,2016,3008,USA,Adventure,Rated,98,7/8/2016,Jake Szymanski,"['Zac Efron', ' Adam Devine', ' Anna Kendrick']",Chinese,6.0,46009673.0
259,394,Miles,2016,2,USA,Comedy,Unrated,90,6/9/2017,Nathan Adloff,"['Missi Pyle', ' Stephen Root', ' Yeardley Smith']",English,5.4,2537.0
260,395,Miles Ahead,2015,527,USA,Biography,Rated,100,4/1/2016,Don Cheadle,"['Don Cheadle', ' Ewan McGregor', ' Emayatzy Corinealdi']",English,6.4,2610896.0
262,398,Milk,2008,882,USA,Biography,Rated,128,11/26/2008,Gus Van Sant,"['Sean Penn', ' Emile Hirsch', ' Josh Brolin']",English,7.6,31841299.0
264,401,The Milk of Sorrow,2009,2,Spain,Drama,Rated,94,8/27/2010,Claudia Llosa,"['Magaly Solier', ' Susi Sánchez', ' Efraín Solís']",Spanish,6.7,10462.0
265,402,The Mill and the Cross,2011,17,Poland,Drama,Rated,92,9/14/2011,Lech Majewski,"['Rutger Hauer', ' Michael York', ' Charlotte Rampling']",English,6.9,312187.0
268,407,Million Dollar Arm,2014,3019,USA,Biography,Rated,124,5/16/2014,Craig Gillespie,"['Jon Hamm', ' Pitobash', ' Suraj Sharma']",English,7.0,36457627.0
271,412,A Million Ways to Die in the West,2014,3160,USA,Comedy,Rated,116,5/30/2014,Seth MacFarlane,"['Seth MacFarlane', ' Charlize Theron', ' Amanda Seyfried']",English,6.1,43139300.0
274,416,Mind Games,2014,0,USA,Drama,Rated,60,3/3/1989,,"['Christian Slater', ' Steve Zahn', ' Megalyn Echikunwoke']",English,6.4,85085.0
