,Title,Theaters_x,Country_x,Genre_x,Rated_x,Runtime_x,Open_x,Language_x,imdbRating_x,Actorinfluenceaverage,if_actorinfluence,Average Gross for each movie,if_average_gross,googletrends,last year_totalgross,genre_gross,count_num,Total Gross_x
193,Mission: Impossible - Rogue Nation,3988,6,4,1,131,31/07/2015,1,7.4,114100.0,1,93700.0,1,0.0,10354970864.0,2268082751.0,35.0,195042377
194,Missionary,10,1,1,1,90,31/10/2014,1,5.2,0.0,0,,0,719.0,10893180888.0,1338281892.0,56.0,2120
195,Mississippi Grind,46,1,2,1,108,25/09/2015,1,6.3,0.0,0,2500.0,1,1496.0,10354970864.0,1272411206.0,47.0,130541
196,The Mist,2423,1,8,1,126,21/11/2007,1,7.2,12300.0,1,54600.0,1,1432.0,9190502983.0,553237666.0,27.0,25594957
197,Mistaken for Strangers,9,1,3,0,75,28/03/2014,1,7.3,0.0,0,,0,620.0,10893180888.0,49307450.0,47.0,138991
198,Mister Lonely,8,2,2,0,112,02/05/2008,1,6.4,59100.0,1,,0,496.0,9767268194.0,1427703732.0,23.0,167396
199,Mistress America,512,1,2,1,84,14/08/2015,1,6.7,9200.0,1,3200.0,1,598.0,10354970864.0,1272411206.0,34.0,2500431
200,The Sea of Trees,101,1,1,1,110,26/08/2016,1,5.9,50700.0,1,18000.0,1,290.0,11149116327.0,2060252692.0,44.0,20444
201,Sea Rex 3D: Journey to a Prehistoric World,14,2,3,1,41,28/05/2010,1,6.9,0.0,0,,0,0.0,10639535233.0,187290939.0,29.0,6096582
202,Search Engines,6,1,2,1,98,14/10/2016,1,4.5,0.0,0,,0,539.0,11149116327.0,1321791183.0,46.0,19033
203,The Search for General Tso,13,1,3,0,71,02/01/2015,1,6.9,0.0,0,,0,490.0,10354970864.0,88392417.0,33.0,54275
204,Search Party,10,1,9,1,93,13/05/2016,1,5.6,0.0,0,,0,1135.0,11149116327.0,3051739355.0,32.0,4571
205,Searching for Sugar Man,157,6,3,1,86,27/07/2012,1,8.2,0.0,0,,0,792.0,10187347362.0,82817592.0,23.0,3696196
206,Season of the Witch,2827,1,4,1,95,07/01/2011,1,5.4,41600.0,1,41800.0,1,674.0,10589599184.0,1491832495.0,23.0,24827228
207,Seasons,22,3,3,1,97,25/11/2016,2,7.2,0.0,0,,0,1809.0,11149116327.0,65052467.0,35.0,150092
208,The Seasons in Quincy: Four Portraits of John Berger,2,2,3,1,90,31/08/2016,1,7.2,38800.0,1,,0,0.0,11149116327.0,65052467.0,44.0,28456
209,Seasons of Gray,24,1,1,1,90,18/10/2013,1,6.4,0.0,0,,0,676.0,11041914748.0,1670662348.0,34.0,70605
210,The Second Best Exotic Marigold Hotel,2022,2,2,1,122,06/03/2015,1,6.6,42200.0,1,23400.0,1,615.0,10354970864.0,1272411206.0,33.0,33078266
211,The Second Mother,223,6,2,1,112,28/08/2015,10,7.8,0.0,0,,0,809.0,10354970864.0,1272411206.0,34.0,376986
212,A Secret,11,3,1,0,105,05/09/2008,2,6.9,0.0,0,,0,473.0,9767268194.0,1293680617.0,30.0,623558
213,The Secret in Their Eyes,166,6,1,1,129,16/04/2010,4,8.2,0.0,0,,0,815.0,10639535233.0,1834327761.0,30.0,6391436
214,The Secret Life of Bees,1630,1,1,1,114,17/10/2008,1,7.3,63650.0,1,26600.0,1,1365.0,9767268194.0,1293680617.0,37.0,37770162
215,The Secret Life of Pets,4381,6,7,1,87,08/07/2016,1,6.6,69000.0,1,300500.0,1,859.0,11149116327.0,,42.0,368384330
216,The Secret Life of Walter Mitty,2922,1,9,1,114,25/12/2013,1,7.3,72450.0,1,54000.0,1,1134.0,11041914748.0,3299119819.0,27.0,58236838
217,The Secret of Kells,37,3,7,0,75,05/03/2010,1,7.7,40900.0,1,,0,1586.0,10639535233.0,,26.0,676775
218,The Secret of the Grain,3,3,1,0,151,24/12/2008,2,7.4,0.0,0,,0,199.0,9767268194.0,1293680617.0,28.0,86356
219,The Secret World of Arrietty,1522,6,7,1,94,17/02/2012,6,7.6,0.0,0,,0,545.0,10187347362.0,,29.0,19202743
220,Secretariat,3108,1,6,1,123,08/10/2010,1,7.2,37350.0,1,71600.0,1,690.0,10639535233.0,,34.0,59713955
221,The Secrets,9,3,1,1,127,26/11/2008,9,7.1,0.0,0,,0,1266.0,9767268194.0,1293680617.0,22.0,122094
222,The Secrets of Jonathan Sperry,135,1,1,1,96,18/09/2009,1,6.9,0.0,0,,0,444.0,9750709587.0,1089198448.0,32.0,1355079
223,Sedona,3,1,9,0,90,16/03/2012,1,5.2,0.0,0,,0,871.0,10187347362.0,2824412451.0,49.0,21638
224,See What I'm Saying: The Deaf Entertainers Documentary,21,1,3,1,91,19/03/2010,1,7.9,0.0,0,,0,0.0,10639535233.0,187290939.0,26.0,118206
225,Seed: The Untold Story,35,1,3,1,94,22/08/2016,1,7.3,0.0,0,,0,0.0,11149116327.0,65052467.0,44.0,207825
226,Seeds of Time,2,1,3,1,77,22/05/2015,1,7.6,0.0,0,,0,192.0,10354970864.0,88392417.0,45.0,4630
227,The Seeker: The Dark Is Rising,3173,1,9,1,99,05/10/2007,1,4.8,0.0,0,,0,562.0,9190502983.0,2814762078.0,31.0,8794452
228,Seeking a Friend for the End of the World,1625,1,9,1,101,22/06/2012,1,6.7,94600.0,1,5700.0,1,380.0,10187347362.0,2824412451.0,29.0,7078738
229,Seeking Justice,231,1,4,1,105,16/03/2012,1,6.2,40300.0,1,30200.0,1,1315.0,10187347362.0,2117507233.0,49.0,411746
230,The Making of Self-Medicated,16,1,3,1,63,31/08/2007,1,6.350375411,0.0,0,,0,0.0,9190502983.0,102279769.0,26.0,100610
231,Self/less,2353,1,4,1,117,10/07/2015,1,6.5,38300.0,1,,0,0.0,10354970864.0,2268082751.0,35.0,12279691
232,The Selfish Giant,6,2,1,0,91,20/12/2013,1,7.3,0.0,0,,0,675.0,11041914748.0,1670662348.0,27.0,12189
233,Selma,2235,2,6,1,128,25/12/2014,1,7.5,36900.0,1,17500.0,1,1163.0,10893180888.0,,26.0,52076908
234,Sembene!,3,6,3,1,89,13/11/2015,1,7.6,0.0,0,,0,0.0,10354970864.0,88392417.0,38.0,28059
235,Semi-Pro,3121,1,2,1,91,29/02/2008,1,5.8,61500.0,1,,0,941.0,9767268194.0,1427703732.0,31.0,33479698
236,Senna,47,2,3,1,106,12/08/2011,1,8.6,0.0,0,,0,789.0,10589599184.0,93825307.0,38.0,1612430
237,The Sense of an Ending,282,2,1,1,108,10/03/2017,1,6.3,25900.0,1,,0,865.0,11216236720.0,1339173437.0,36.0,1274420
238,Seondal: The Man Who Sells the River,7,6,2,1,120,14/07/2016,7,6.7,0.0,0,,0,0.0,11149116327.0,1321791183.0,42.0,97477
239,Seoul Searching,2,6,2,1,105,17/06/2016,1,7.4,0.0,0,4600.0,1,632.0,11149116327.0,1321791183.0,42.0,18654
240,A Separation,282,6,1,1,123,30/12/2011,24,8.4,0.0,0,,0,1035.0,10589599184.0,1687447132.0,25.0,7099055
241,September Dawn,857,1,1,1,111,24/08/2007,72,5.8,0.0,0,,0,612.0,9190502983.0,1566075796.0,26.0,1066555
242,The September Issue,143,1,3,1,90,28/08/2009,1,7.0,0.0,0,27100.0,1,1084.0,9750709587.0,87432868.0,24.0,3820067
243,Seraphine,24,1,11,1,6,05/06/2009,1,6.350375411,0.0,0,,0,783.0,9750709587.0,,24.0,884613
244,Serena,59,6,1,1,109,27/03/2015,1,5.4,89766.66667,1,,0,1419.0,10354970864.0,1679582816.0,33.0,176391
245,A Serious Man,262,1,2,1,106,02/10/2009,1,7.0,0.0,0,50300.0,1,908.0,9750709587.0,2099450726.0,37.0,9228768
246,Serious Moonlight,8,1,2,1,81,04/12/2009,1,5.4,41850.0,1,,0,710.0,9750709587.0,2099450726.0,23.0,25339
247,Served Like a Girl,8,1,3,1,103,25/08/2017,1,8.4,0.0,0,,0,170.0,11216236720.0,50850748.0,42.0,8290
248,The Sessions,516,1,6,1,95,19/10/2012,1,7.2,41300.0,1,,0,398.0,10187347362.0,,44.0,6002451
249,Set Fire to the Stars,3,2,6,0,97,12/06/2015,1,5.8,51100.0,1,,0,665.0,10354970864.0,,40.0,4280
250,Settai,33,4,2,0,136,05/04/2013,23,4.5,0.0,0,,0,1159.0,11041914748.0,1050654625.0,37.0,87838
251,Seven Days in Utopia,561,1,1,1,100,02/09/2011,1,6.1,39900.0,1,,0,1004.0,10589599184.0,1687447132.0,43.0,4373074
252,The Seven Five,5,1,3,1,104,08/05/2015,1,7.6,0.0,0,,0,555.0,10354970864.0,88392417.0,45.0,48869
253,Seven Pounds,2758,1,1,1,123,19/12/2008,1,7.7,70900.0,1,49600.0,1,638.0,9767268194.0,1293680617.0,28.0,69951824
254,Seven Psychopaths,1480,2,2,1,110,12/10/2012,1,7.2,31000.0,1,,0,831.0,10187347362.0,1490816438.0,44.0,15024049
255,The Seventh Fire,3,1,3,1,76,22/07/2016,1,6.2,0.0,0,,0,198.0,11149116327.0,65052467.0,42.0,30112
256,Seventh Son,2875,1,4,1,102,06/02/2015,1,5.5,42300.0,1,,0,1180.0,10354970864.0,2268082751.0,31.0,17223265
257,Severed Ways: The Norse Discovery of America,1,1,9,0,107,13/03/2009,17,4.6,0.0,0,,0,0.0,9750709587.0,2689254029.0,27.0,18728
258,Sex and Death 101,6,1,2,1,117,04/04/2008,1,6.0,0.0,0,,0,792.0,9767268194.0,1427703732.0,34.0,23624
259,Sex and the City,3325,1,2,1,145,30/05/2008,1,5.5,35400.0,1,124000.0,1,1532.0,9767268194.0,1427703732.0,23.0,152647258
260,Sex and the City 2,3445,1,2,1,146,27/05/2010,1,4.4,35400.0,1,124000.0,1,1366.0,10639535233.0,1435263724.0,29.0,95347692
261,Sex Drive,2421,1,9,1,109,17/10/2008,1,6.5,27166.66667,1,58900.0,1,673.0,9767268194.0,2920391521.0,37.0,8402485
262,Sex Positive,1,1,3,1,75,12/06/2009,1,6.6,0.0,0,,0,199.0,9750709587.0,87432868.0,24.0,12069
263,Sex Tape,3062,1,2,1,94,18/07/2014,1,5.1,75600.0,1,63600.0,1,982.0,10893180888.0,1619719448.0,28.0,38543473
264,"Sex, Death and Bowling",3,1,2,1,92,30/10/2015,1,5.2,0.0,0,,0,0.0,10354970864.0,1272411206.0,53.0,5972
265,Seymour: An Introduction,64,1,3,1,84,13/03/2015,1,7.5,17700.0,1,387.0,1,323.0,10354970864.0,88392417.0,33.0,743541
266,The Eye,2470,1,8,1,98,01/02/2008,1,5.4,28950.0,1,,0,1059.0,9767268194.0,693523435.0,31.0,31418697
267,An Eye for Beauty,2,5,1,0,102,28/08/2015,2,5.5,0.0,0,,0,320.0,10354970864.0,1679582816.0,34.0,8994
268,Eye in the Sky,1089,2,1,1,102,11/03/2016,46,7.3,0.0,0,,0,741.0,11149116327.0,2060252692.0,42.0,18704595
269,The Eye of the Storm,9,6,1,0,114,07/09/2012,1,6.3,57100.0,1,,0,546.0,10187347362.0,1490190858.0,43.0,83566
270,The Eyes,3,1,5,1,95,07/04/2017,1,7.9,0.0,0,,0,1675.0,11216236720.0,,38.0,9104
271,The Eyes of My Mother,17,1,1,1,76,02/12/2016,1,6.2,0.0,0,,0,1058.0,11149116327.0,2060252692.0,26.0,27099
272,Eyes Wide Open,1,6,1,0,91,05/02/2010,9,7.3,0.0,0,,0,658.0,10639535233.0,1834327761.0,22.0,26258
273,Veer!,1,1,2,0,0,01/03/2013,1,7.8,0.0,0,,0,0.0,11041914748.0,1050654625.0,41.0,1132
274,Veil of Tears,8,4,3,1,90,28/03/2014,1,9.0,0.0,0,,0,681.0,10893180888.0,49307450.0,47.0,72078
275,Vengeance: A Love Story,11,1,4,1,99,15/09/2017,1,5.2,42200.0,1,,0,254.0,11216236720.0,2297451379.0,47.0,4526
276,Venus and Serena,8,1,3,1,99,10/05/2013,1,6.2,0.0,0,,0,670.0,11041914748.0,131885122.0,44.0,51271
277,Venus in Fur,45,3,1,0,96,20/06/2014,2,7.2,23100.0,1,11300.0,1,928.0,10893180888.0,1338281892.0,42.0,373605
278,Very Good Girls,9,1,1,1,91,25/07/2014,1,6.0,68150.0,1,,0,1382.0,10893180888.0,1338281892.0,28.0,6940
279,A Very Harold & Kumar 3D Christmas,2875,1,9,1,90,04/11/2011,1,6.3,31900.0,1,35100.0,1,623.0,10589599184.0,3790716290.0,28.0,35061031
280,Veteran,46,6,4,1,123,18/09/2015,13,7.1,0.0,0,,0,1067.0,10354970864.0,2268082751.0,47.0,1200627
281,Vettai,34,4,4,0,150,13/01/2012,23,6.0,0.0,0,,0,1621.0,10187347362.0,2117507233.0,30.0,204373
282,Vexille,97,6,7,1,109,14/02/2008,6,6.9,0.0,0,,0,496.0,9767268194.0,,31.0,3259
283,Viceroy's House,116,2,6,1,106,01/09/2017,1,6.6,10500.0,1,,0,1228.0,11216236720.0,,47.0,1105717
284,Vicky Cristina Barcelona,726,6,1,1,96,15/08/2008,1,7.1,65300.0,1,13400.0,1,1062.0,9767268194.0,1293680617.0,34.0,23216709
285,Vicky Donor,50,4,2,0,126,20/04/2012,3,7.8,0.0,0,,0,875.0,10187347362.0,1490816438.0,36.0,549001
286,Victor,12,3,2,1,95,15/09/2016,2,4.9,0.0,0,,0,1660.0,11149116327.0,1321791183.0,54.0,117755
287,Victor Frankenstein,2797,1,1,1,110,25/11/2015,1,6.0,82100.0,1,,0,604.0,10354970864.0,1679582816.0,38.0,5775076
288,Victoria and Abdul,1060,2,6,1,111,22/09/2017,1,6.9,54300.0,1,12100.0,1,980.0,11216236720.0,,47.0,20462704
289,Vidal Sassoon: The Movie,5,1,3,1,90,11/02/2011,1,6.4,0.0,0,,0,250.0,10589599184.0,93825307.0,23.0,85974
290,Video Games: The Movie,25,1,3,0,101,18/07/2014,1,6.1,0.0,0,,0,394.0,10893180888.0,49307450.0,28.0,23043
291,Videocracy,1,6,3,1,85,12/02/2010,1,6.5,0.0,0,,0,246.0,10639535233.0,187290939.0,22.0,23720
292,Viktoria,3,6,1,1,155,29/04/2016,43,6.5,0.0,0,,0,953.0,11149116327.0,2060252692.0,51.0,11314
293,The Village Barbershop,2,1,2,1,99,16/01/2009,1,6.9,0.0,0,,0,0.0,9750709587.0,2099450726.0,18.0,2359
294,The Villainess,4,6,4,0,129,25/08/2017,7,6.7,0.0,0,,0,763.0,11216236720.0,2297451379.0,42.0,27741
295,Vince Giordano: There's a Future in the Past,1,1,3,1,111,13/01/2017,1,8.6,0.0,0,,0,0.0,11216236720.0,50850748.0,33.0,14807
296,Vincere,36,6,6,0,128,19/03/2010,15,6.9,0.0,0,,0,754.0,10639535233.0,,26.0,619162
297,Viola,2,6,1,0,65,12/07/2013,4,6.2,0.0,0,,0,1691.0,11041914748.0,1670662348.0,32.0,21818
298,Violet & Daisy,17,1,4,1,88,07/06/2013,1,6.1,20700.0,1,17.2,1,540.0,11041914748.0,2219810902.0,41.0,17186
299,Violet Tendencies,1,1,2,0,99,05/11/2010,1,6.2,0.0,0,,0,184.0,10639535233.0,1435263724.0,26.0,13304
300,Violeta Went to Heaven,3,6,6,0,110,29/03/2013,4,7.3,0.0,0,,0,0.0,11041914748.0,,41.0,21496
301,The Viral Factor,22,6,4,0,122,20/01/2012,5,6.0,52700.0,1,,0,531.0,10187347362.0,2117507233.0,30.0,220496
302,Virginia,5,1,1,1,111,18/05/2012,1,5.5,31850.0,1,12.7,1,1978.0,10187347362.0,1490190858.0,34.0,12728
303,The Virginity Hit,700,1,2,1,86,24/09/2010,1,4.6,0.0,0,,0,1470.0,10639535233.0,1435263724.0,36.0,636706
304,Vision,17,6,6,0,110,13/10/2010,8,6.5,0.0,0,,0,1191.0,10639535233.0,,34.0,435274
305,The Visit,3148,1,8,1,94,11/09/2015,1,6.2,0.0,0,112100.0,1,934.0,10354970864.0,254898971.0,47.0,65206105
306,The Visitor,270,1,1,1,104,11/04/2008,1,7.7,0.0,0,17600.0,1,585.0,9767268194.0,1293680617.0,34.0,9427089
307,Visual Acoustics,5,1,3,0,83,09/10/2009,1,7.4,0.0,0,,0,440.0,9750709587.0,87432868.0,37.0,52467
308,Vita Activa: The Spirit of Hannah Arendt,4,6,3,1,125,06/04/2016,1,7.2,0.0,0,,0,0.0,11149116327.0,65052467.0,51.0,82143
309,Vito Bonafacci,1,1,1,1,97,06/05/2011,1,7.2,0.0,0,,0,0.0,10589599184.0,1687447132.0,28.0,9570
310,Viva,17,6,1,1,100,29/04/2016,4,7.1,0.0,0,,0,1106.0,11149116327.0,2060252692.0,51.0,178008
311,Viva Riva!,5,6,5,1,98,10/06/2011,2,6.2,0.0,0,,0,0.0,10589599184.0,,30.0,61759
312,Vivere,2,6,1,1,97,29/02/2008,8,6.4,0.0,0,,0,195.0,9767268194.0,1293680617.0,31.0,3625
313,Flakes,1,1,2,0,84,19/12/2007,1,6.0,0.0,0,,0,268.0,9190502983.0,1955138318.0,20.0,778
314,Flame & Citron,8,6,1,0,130,31/07/2009,16,7.3,78100.0,1,,0,678.0,9750709587.0,1089198448.0,26.0,148089
315,"Flamenco, Flamenco",5,6,3,0,97,18/07/2014,4,7.2,0.0,0,,0,0.0,10893180888.0,49307450.0,28.0,71732
316,Flash of Genius,1098,5,6,1,119,03/10/2008,1,7.0,32000.0,1,3000.0,1,766.0,9767268194.0,,37.0,4442377
317,Flash Point,10,6,4,1,88,14/03/2008,12,6.8,61900.0,1,,0,333.0,9767268194.0,1481747614.0,32.0,5151
318,Flashbacks of a Fool,2,2,1,1,109,17/10/2008,1,6.8,63500.0,1,,0,712.0,9767268194.0,1293680617.0,37.0,1664
319,The Flat,27,6,3,0,97,19/10/2012,9,6.9,0.0,0,,0,1388.0,10187347362.0,82817592.0,44.0,471842
320,Flex is Kings,1,1,3,1,80,04/04/2014,1,5.2,0.0,0,,0,282.0,10893180888.0,49307450.0,33.0,5418
321,Flight,2638,1,1,1,138,02/11/2012,1,7.3,53100.0,1,119900.0,1,659.0,10187347362.0,1490190858.0,38.0,93772375
322,Flipped,442,1,2,1,90,06/08/2010,1,7.7,19000.0,1,35800.0,1,1230.0,10639535233.0,1435263724.0,26.0,1755212
323,Florence Foster Jenkins,1528,2,6,1,111,12/08/2016,1,6.9,35850.0,1,12100.0,1,568.0,11149116327.0,,44.0,27383770
324,The Florida Project,229,1,1,1,115,06/10/2017,1,8.1,29900.0,1,,0,617.0,11216236720.0,1339173437.0,47.0,3259878
325,Flow: For Love of Water,11,1,3,1,93,21/03/2008,1,7.7,0.0,0,,0,0.0,9767268194.0,70723219.0,32.0,142569
326,Flowers,5,6,1,0,99,30/10/2015,49,6.8,0.0,0,,0,1372.0,10354970864.0,1679582816.0,53.0,61568
327,The Flowers of War,30,6,1,1,146,20/01/2012,5,7.6,59900.0,1,,0,1082.0,10187347362.0,1490190858.0,30.0,311434
328,The Fluffy Movie: Unity Through Laughter,432,1,2,1,101,25/07/2014,1,7.2,0.0,0,,0,0.0,10893180888.0,1619719448.0,28.0,2827393
329,The Flyboys,17,1,4,1,118,15/08/2008,1,6.9,0.0,0,,0,280.0,9767268194.0,1481747614.0,34.0,144680
330,Flying Monsters 3D with David Attenborough,27,2,3,1,40,07/10/2011,1,7.6,0.0,0,,0,0.0,10589599184.0,93825307.0,38.0,5705874
331,Flying Swords of Dragon Gate,15,6,4,1,122,31/08/2012,5,6.0,45700.0,1,,0,864.0,10187347362.0,2117507233.0,46.0,170276
332,Flypaper,2,6,2,0,87,19/08/2011,1,6.4,37300.0,1,123900.0,1,529.0,10589599184.0,1376087969.0,38.0,5043
333,Poetry,17,6,1,0,139,11/02/2011,7,7.8,0.0,0,,0,1168.0,10589599184.0,1687447132.0,23.0,356149
334,Poisoned by Polonium: The Litvinenko File,1,6,3,1,105,21/03/2008,13,7.3,0.0,0,,0,0.0,9767268194.0,70723219.0,32.0,5080
335,Polar Opposites,1,1,3,1,27,06/06/2008,1,5.7,0.0,0,,0,100.0,9767268194.0,70723219.0,29.0,2377
336,"Police, Adjective",8,6,2,0,113,23/12/2009,18,7.1,0.0,0,,0,184.0,9750709587.0,2099450726.0,23.0,53206
337,Policeman,2,6,1,0,105,13/06/2014,9,6.2,0.0,0,,0,297.0,10893180888.0,1338281892.0,42.0,11263
338,Polina,31,3,1,1,108,25/08/2017,2,7.1,0.0,0,,0,810.0,11216236720.0,1339173437.0,42.0,165203
339,Polisse,21,3,5,0,127,18/05/2012,2,7.3,0.0,0,,0,1397.0,10187347362.0,,34.0,211440
340,Pompeii,2658,5,4,1,105,21/02/2014,1,5.5,37600.0,1,36800.0,1,531.0,10893180888.0,2225063194.0,29.0,23219748
341,Pontypool,1,5,13,0,93,29/05/2009,1,6.7,0.0,0,,0,758.0,9750709587.0,,27.0,3865
342,Ponyo,927,6,7,1,101,14/08/2009,6,7.7,0.0,0,7700.0,1,509.0,9750709587.0,,24.0,15090399
343,The Pool Boys,101,1,2,1,107,30/09/2011,1,4.7,28700.0,1,,0,159.0,10589599184.0,1376087969.0,43.0,2269
344,Pop Aye,5,6,1,1,104,28/06/2017,25,6.7,0.0,0,,0,399.0,11216236720.0,1339173437.0,46.0,77976
345,Popstar: Never Stop Never Stopping,2313,1,2,1,87,03/06/2016,1,6.7,50166.66667,1,19600.0,1,702.0,11149116327.0,1321791183.0,42.0,9639125
346,Populaire,58,3,2,1,111,06/09/2013,2,6.9,0.0,0,,0,1398.0,11041914748.0,1050654625.0,51.0,179091
347,The Possession,2860,1,8,1,92,31/08/2012,1,5.9,20700.0,1,12600.0,1,1328.0,10187347362.0,404326975.0,46.0,49130154
348,Post Grad,1959,1,2,1,88,21/08/2009,1,5.3,66000.0,1,145000.0,1,651.0,9750709587.0,2099450726.0,24.0,6380019
349,Post Mortem,1,6,1,0,98,11/04/2012,4,6.6,0.0,0,,0,244.0,10187347362.0,1490190858.0,36.0,9750
350,Post Tenebras Lux,6,6,1,0,115,01/05/2013,4,6.6,0.0,0,,0,1226.0,11041914748.0,1670662348.0,44.0,39185
351,Poster Boys,50,4,2,1,128,08/09/2017,3,6.1,0.0,0,,0,514.0,11216236720.0,1302997778.0,47.0,97049
352,Potiche,74,3,2,1,103,25/03/2011,2,6.4,0.0,0,,0,762.0,10589599184.0,1376087969.0,30.0,1618844
353,The Power of Few,5,1,4,1,96,15/02/2013,1,5.4,33800.0,1,,0,493.0,11041914748.0,2219810902.0,24.0,25000
354,Tu Dors Nicole,1,5,2,0,93,29/05/2015,2,7.0,0.0,0,,0,100.0,10354970864.0,1272411206.0,45.0,5662
355,Tubelight,338,4,1,0,136,23/06/2017,3,4.1,0.0,0,,0,764.0,11216236720.0,1339173437.0,46.0,930058
356,"Tuesday, After Christmas",2,6,1,0,99,25/05/2011,18,7.0,0.0,0,,0,0.0,10589599184.0,1687447132.0,28.0,27813
357,Tulip Fever,772,2,1,1,105,01/09/2017,1,6.3,30150.0,1,9500.0,1,353.0,11216236720.0,1339173437.0,47.0,2419000
358,Tulpan,4,6,2,0,100,01/04/2009,61,7.1,0.0,0,,0,484.0,9750709587.0,2099450726.0,32.0,158741
359,Tumbledown,55,1,2,1,105,05/02/2016,1,6.2,44250.0,1,,0,976.0,11149116327.0,1321791183.0,26.0,135026
360,Tunnel,36,6,4,0,126,26/08/2016,7,6.9,0.0,0,,0,1599.0,11149116327.0,2953177273.0,44.0,568876
361,Turbo,3809,1,7,1,96,17/07/2013,1,6.5,47250.0,1,78500.0,1,1225.0,11041914748.0,,32.0,83028128
362,Turbo Kid,31,5,4,0,93,28/08/2015,1,6.7,0.0,0,,0,867.0,10354970864.0,2268082751.0,34.0,67132
363,The Turin Horse,3,6,1,0,155,10/02/2012,26,7.8,0.0,0,,0,453.0,10187347362.0,1490190858.0,29.0,56391
364,Turn It Around: The Story of East Bay Punk,3,1,3,1,155,28/07/2017,1,8.7,2200.0,1,,0,0.0,11216236720.0,50850748.0,28.0,69787
365,"Turn Me On, Dammit!",5,6,2,0,76,30/03/2012,14,6.4,0.0,0,,0,0.0,10187347362.0,1490816438.0,49.0,126085
366,Turn the River,2,1,1,1,92,09/05/2008,1,6.0,46100.0,1,,0,374.0,9767268194.0,1293680617.0,23.0,5149
367,Turtle: The Incredible Journey,24,2,3,1,81,24/06/2011,1,7.1,0.0,0,,0,364.0,10589599184.0,93825307.0,30.0,386073
368,Tusk,602,1,2,1,102,19/09/2014,1,5.4,44000.0,1,18800.0,1,639.0,10893180888.0,1619719448.0,46.0,1826705
369,Twelve,231,1,4,1,93,06/08/2010,1,5.7,19950.0,1,43800.0,1,1068.0,10639535233.0,2041030428.0,26.0,183920
370,Twenty Two,11,6,3,1,112,08/09/2017,5,7.6,0.0,0,,0,333.0,11216236720.0,50850748.0,47.0,46796
371,Twice Born,10,6,1,1,127,06/12/2013,1,7.4,0.0,0,,0,1195.0,11041914748.0,1670662348.0,27.0,18295
372,Twilight,3649,1,1,1,122,21/11/2008,1,5.2,60700.0,1,40700.0,1,1220.0,9767268194.0,1293680617.0,22.0,192769854
373,The Twilight Saga: Breaking Dawn Part 1 - Wedding Video,4066,1,11,1,0,18/11/2011,1,7.3,0.0,0,,0,0.0,10589599184.0,,28.0,281287133
374,The Twilight Saga: Breaking Dawn - Part 2,4070,1,9,1,115,16/11/2012,1,5.5,120766.6667,1,137000.0,1,0.0,10187347362.0,2824412451.0,38.0,292324737
375,The Twilight Saga: Eclipse,4468,1,9,1,124,30/06/2010,1,4.9,88500.0,1,113700.0,1,1600.0,10639535233.0,2818706120.0,29.0,300531751
376,The Twilight Saga: New Moon,4124,1,9,1,130,20/11/2009,1,4.6,88500.0,1,94800.0,1,1087.0,9750709587.0,2689254029.0,29.0,296623634
377,Twisted: A Balloonamentary,2,1,3,1,79,23/05/2008,1,7.9,0.0,0,,0,0.0,9767268194.0,70723219.0,23.0,4218
378,"Two Days, One Night",120,6,1,1,95,24/12/2014,2,7.4,59200.0,1,,0,557.0,10893180888.0,1338281892.0,26.0,1436243
379,The Two Escobars,1,6,3,1,104,27/08/2010,4,8.2,0.0,0,,0,330.0,10639535233.0,187290939.0,26.0,14457
380,The Two Faces of January,59,2,15,1,96,26/09/2014,1,6.2,63033.333329999994,1,507.0,1,1427.0,10893180888.0,,46.0,507463
381,Two in the Wave,1,3,3,1,91,19/05/2010,2,6.7,0.0,0,,0,100.0,10639535233.0,187290939.0,29.0,28808
382,Two Lives,1,6,1,1,97,28/02/2014,8,7.1,0.0,0,,0,374.0,10893180888.0,1338281892.0,29.0,22620
383,Two Lovers,148,1,1,1,110,13/02/2009,1,7.1,37500.0,1,7400.0,1,596.0,9750709587.0,1089198448.0,18.0,3149034
384,Two Night Stand,5,1,2,1,86,26/09/2014,1,6.4,39300.0,1,,0,368.0,10893180888.0,1619719448.0,46.0,18612
385,Two-Bit Waltz,3,1,2,1,81,24/10/2014,1,4.8,32800.0,1,,0,0.0,10893180888.0,1619719448.0,56.0,2540
386,Jig,5,2,3,1,99,17/06/2011,1,6.7,0.0,0,,0,848.0,10589599184.0,93825307.0,30.0,183790
387,Jigsaw,2941,1,5,1,91,27/10/2017,1,6.3,0.0,0,,0,598.0,11216236720.0,,47.0,32084093
388,A Jihad for Love,5,2,3,0,81,21/05/2008,11,6.6,0.0,0,,0,0.0,9767268194.0,70723219.0,23.0,105651
389,Jimi: All Is by My Side,75,6,6,1,118,26/09/2014,1,5.6,8500.0,1,173.0,1,557.0,10893180888.0,,46.0,340911
390,Jimmy Carter Man from Plains,21,1,3,1,125,26/10/2007,1,7.0,0.0,0,19600.0,1,0.0,9190502983.0,102279769.0,31.0,108807
391,Jimmy P.,8,1,6,0,117,14/02/2014,1,6.1,30600.0,1,,0,730.0,10893180888.0,,29.0,30283
392,Jimmy Vestvood: Amerikan Hero,6,1,2,1,84,13/05/2016,1,5.3,0.0,0,,0,274.0,11149116327.0,1321791183.0,32.0,230069
